accession	plsdb_mpf_type	replicons	n_cds	dual_system	dual_system_both_tierA	family_call_mode	mpft_admitted	mpft_VirB1	mpft_VirB2	mpft_VirB3	mpft_VirB4	mpft_VirB4b	mpft_VirB5	mpft_VirB6	mpft_VirB7	mpft_VirB8	mpft_VirB9	mpft_VirB10	mpft_VirB11	mpft_VirD4	mpft_TraN	mpft_tier	mpft_core_completeness_ga	mpft_architecture	mpft_slot_ready__virb5_virb6	mpft_fused_virB3_virB4	mpft_virB7_status	mpft_n_gap_genes_le10kb	mpft_carries_novel84	mpff_admitted	mpff_TraU	mpff_TraH	mpff_TraF	mpff_TraC_F_IV	mpff_TraG_N	mpff_TrbI	mpff_P-loop_TraG	mpff_TraE	mpff_TrbC_Ftype	mpff_F_T4SS_TraN	mpff_TrwB_AAD_bind	mpff_TraV	mpff_TraG-D_C	mpff_tier	mpff_core_completeness_fspecific	mpff_layout	mpff_anchor_span_bp	mpff_slot_ready__traG	mpff_traN_present	mpff_slot_occupant
NZ_MT667261.1	MPF_T	IncX4	43	0	0	GA	1	28;26559;27179;-;41.6	27;26219;26545;-;64.4	26;23453;26200;-;63.8	26;23453;26200;-;151.8	26;23453;26200;-;46.1	25;22725;23441;-;94.2	24;21619;22713;-;150.1		22;20418;21104;-;169.0	21;19513;20421;-;142.4	20;18402;19520;-;163.9	19;17372;18400;-;85.0	18;15523;17340;-;314.8		A	7/7	canonical	1	1	unscoreable	1	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT682138.1	MPF_F	IncC	242	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	95;69212;70219;+;332.9	231;178969;180402;+;337.5	230;177939;178967;+;221.7	90;64013;66460;+;354.5	232;180415;184029;+;375.3	85;55141;56457;+;135.0	90;64013;66460;+;128.3	83;53617;54243;+;92.7	93;67282;68547;+;67.9	96;70335;73133;+;145.3	74;47942;49807;+;47.3	86;56454;57032;+;100.2	74;47942;49807;+;52.0	A	9/9	split_2	132473	0	1	
NZ_MT701512.1	-	-	54	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	36;41812;42795;-;356.4	29;35922;37319;-;343.7	33;38585;39376;-;199.9	39;43825;46533;-;237.9	28;33080;35932;-;309.7	46;48946;50328;-;89.8	39;43825;46533;-;110.4	48;51084;51656;-;121.0	35;41183;41800;-;59.4	34;39373;41190;-;233.6	25;29991;32213;-;393.7	40;46533;47054;-;47.8	25;29991;32213;-;69.1	A	9/9	contiguous	21093	1	1	32662..33075-;137;unnamed;0
NZ_MT720905.1	MPF_F	IncC	177	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	66;59902;60909;+;332.9	125;110103;111536;+;339.2	124;109073;110101;+;221.7	61;54703;57150;+;354.5	126;111549;115163;+;373.1	55;44390;45706;+;135.0	61;54703;57150;+;128.3	53;42866;43492;+;92.7	64;57972;59237;+;67.9	67;61025;63823;+;145.3	44;37191;39056;+;47.3	56;45703;46281;+;100.2	44;37191;39056;+;52.0	A	9/9	split_2	74358	0	1	
NZ_MT720906.1	MPF_T	IncX3	59	0	0	GA	1	31;26351;26995;-;46.4	30;26077;26367;-;73.1	29;23299;26052;-;47.0	29;23299;26052;-;145.4	29;23299;26052;-;73.3	28;22519;23289;-;60.1	26;21185;22240;-;133.2		25;20262;20990;-;119.4	24;19327;20256;-;138.8	23;18116;19330;-;128.3	21;16886;17920;-;65.7	20;15048;16883;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732179.1	MPF_T	-	595	0	0	GA	1	344;321362;322066;+;26.8	290;267970;268356;-;85.3	289;267704;267973;-;32.5	288;265241;267691;-;37.9	288;265241;267691;-;125.2		285;262798;264165;-;177.3		284;262075;262779;-;235.9	283;261086;262078;-;223.0	282;259803;261083;-;208.0	68;64395;66152;+;294.1	293;269893;271890;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732180.1	MPF_T	-	573	0	0	GA	1	330;309889;310593;+;26.8	275;256498;256884;-;89.6	274;256232;256501;-;32.5	273;253769;256219;-;37.9	273;253769;256219;-;125.2		270;251326;252693;-;177.3		269;250603;251307;-;235.9	268;249614;250606;-;223.0	267;248331;249611;-;208.0	68;64395;66152;+;294.1	278;258420;260417;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732181.1	MPF_T	-	561	0	0	GA	1	318;297032;297736;+;26.8	263;243641;244027;-;89.6	262;243375;243644;-;32.5	261;240912;243362;-;37.9	261;240912;243362;-;125.2		258;238469;239836;-;177.3		257;237746;238450;-;235.9	256;236757;237749;-;223.0	255;235474;236754;-;208.0	68;64395;66152;+;294.1	266;245563;247560;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732182.1	MPF_T	-	537	0	0	GA	1	317;296554;297258;+;26.8	262;243164;243550;-;85.3	261;242898;243167;-;32.5	260;240435;242885;-;37.9	260;240435;242885;-;125.2		257;237992;239359;-;177.3		256;237269;237973;-;235.9	255;236280;237272;-;223.0	254;234997;236277;-;208.0	68;64395;66152;+;294.1	265;245087;247084;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732184.1	MPF_T	-	597	0	0	GA	1	376;351341;352045;+;26.8	322;297949;298335;-;85.3	321;297683;297952;-;32.5	320;295220;297670;-;37.9	320;295220;297670;-;125.2		317;292777;294144;-;177.3		316;292054;292758;-;235.9	315;291065;292057;-;223.0	314;289782;291062;-;208.0	68;64395;66152;+;294.1	325;299872;301869;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732186.1	MPF_T	-	597	0	0	GA	1	376;351342;352046;+;26.8	322;297950;298336;-;85.3	321;297684;297953;-;32.5	320;295221;297671;-;37.9	320;295221;297671;-;125.2		317;292778;294145;-;177.3		316;292055;292759;-;235.9	315;291066;292058;-;223.0	314;289783;291063;-;208.0	68;64396;66153;+;294.1	325;299873;301870;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732187.1	MPF_T	-	555	0	0	GA	1	312;290940;291644;+;26.8	257;237549;237935;-;89.6	256;237283;237552;-;32.5	255;234820;237270;-;37.9	255;234820;237270;-;125.2		252;232377;233744;-;177.3		251;231654;232358;-;235.9	250;230665;231657;-;223.0	249;229382;230662;-;208.0	68;64396;66153;+;294.1	260;239471;241468;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732188.1	MPF_T	-	581	0	0	GA	1	361;332931;333635;+;26.8	280;256742;257128;-;85.3	279;256476;256745;-;32.5	278;254013;256463;-;37.9	278;254013;256463;-;125.2		275;251570;252937;-;177.3		274;250847;251551;-;235.9	273;249858;250850;-;223.0	272;248575;249855;-;208.0	68;64395;66152;+;294.1	283;258665;260662;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732189.1	MPF_T	-	538	0	0	GA	1	318;298950;299654;+;26.8	264;245558;245944;-;85.3	263;245292;245561;-;32.5	262;242829;245279;-;37.9	262;242829;245279;-;125.2		259;240386;241753;-;177.3		258;239663;240367;-;235.9	257;238674;239666;-;223.0	256;237391;238671;-;208.0	68;64395;66152;+;294.1	267;247481;249478;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732190.1	MPF_T	-	544	0	0	GA	1	324;303515;304219;+;26.8	270;250123;250509;-;85.3	269;249857;250126;-;32.5	268;247394;249844;-;37.9	268;247394;249844;-;125.2		265;244951;246318;-;177.3		264;244228;244932;-;235.9	263;243239;244231;-;223.0	262;241956;243236;-;208.0	68;64395;66152;+;294.1	273;252046;254043;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732192.1	MPF_T	-	506	0	0	GA	1	310;290743;291447;+;26.8	252;234976;235362;-;85.3	251;234710;234979;-;32.5	250;232247;234697;-;37.9	250;232247;234697;-;125.2		247;229804;231171;-;177.3		246;229081;229785;-;235.9	245;228092;229084;-;223.0	244;226809;228089;-;208.0	68;64395;66152;+;294.1	255;236899;238896;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732193.1	MPF_T	-	538	0	0	GA	1	317;295199;295903;+;26.8	263;241807;242193;-;85.3	262;241541;241810;-;32.5	261;239078;241528;-;37.9	261;239078;241528;-;125.2		258;236635;238002;-;177.3		257;235912;236616;-;235.9	256;234923;235915;-;223.0	255;233651;234910;-;208.0	70;65591;67348;+;294.1	266;243730;245727;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732196.1	MPF_T	-	527	0	0	GA	1	307;289758;290462;+;26.8	253;236366;236752;-;85.3	252;236100;236369;-;32.5	251;233637;236087;-;37.9	251;233637;236087;-;125.2		248;231194;232561;-;177.3		247;230471;231175;-;235.9	246;229482;230474;-;223.0	245;228199;229479;-;208.0	68;64395;66152;+;294.1	256;238289;240286;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT732197.1	MPF_T	-	526	0	0	GA	1	306;288368;289072;+;26.8	252;234976;235362;-;85.3	251;234710;234979;-;32.5	250;232247;234697;-;37.9	250;232247;234697;-;125.2		247;229804;231171;-;177.3		246;229081;229785;-;235.9	245;228092;229084;-;223.0	244;226809;228089;-;208.0	68;64395;66152;+;294.1	255;236899;238896;-;333.6		A	7/7	canonical	0	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT742153.1	MPF_F	IncFII(pHN7A8);IncN;IncX1	147	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	59;47379;48371;+;369.5	72;55204;56577;+;376.8	67;52895;53638;+;234.4	56;43743;46370;+;301.8	73;56574;59390;+;376.7	51;40261;41688;+;94.1	56;43743;46370;+;101.8	49;38980;39546;+;183.8	62;49317;49955;+;70.4	65;50768;52618;+;265.0	77;61691;63916;+;391.7	55;42712;43227;+;78.0	77;61691;63916;+;70.3	A	9/9	contiguous	22711	1	1	59423..59944+;173;unnamed;0
NZ_MT745953.1	MPF_T	IncN;IncX1	63	0	0	GA	1	29;22938;23672;+;32.5	31;23972;24265;+;28.7	32;24315;24632;+;63.3	33;24632;27232;+;111.8	33;24632;27232;+;76.8	34;27250;27963;+;97.1	36;28214;29254;+;153.6		37;29473;30171;+;131.9	38;30182;31066;+;158.7	39;31066;32226;+;154.9	40;32268;33263;+;81.2	44;37832;39361;-;38.5		A	7/7	canonical	1	0	unscoreable	5	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT754288.1	MPF_F	IncFII	79	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	55;42865;43857;+;369.5	65;49636;51009;+;381.7	60;46963;47706;+;234.4	52;39226;41856;+;297.8	66;51006;53828;+;374.0	44;34360;35811;+;94.2	52;39226;41856;+;100.5	42;33079;33645;+;174.3	57;44201;44839;+;68.6	58;44836;46686;+;266.1	70;56100;58334;+;391.1	47;36671;37186;+;78.4	70;56100;58334;+;70.3	A	9/9	contiguous	23021	1	1	53850..54329+;159;TraS;0
NZ_MT754289.1	MPF_F	IncB/O/K/Z;IncFII(29);IncFII(pCoo)	139	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	57;39316;40308;+;369.6	67;45822;47198;+;382.3	63;43822;44595;+;233.0	54;35677;38307;+;303.6	68;47195;50017;+;374.0	47;31840;33291;+;92.5	54;35677;38307;+;98.2	45;30559;31125;+;175.1	58;40317;40955;+;70.0	61;41767;43575;+;267.8	72;52289;54550;+;391.6	51;34395;34910;+;78.1	72;52289;54550;+;70.3	A	9/9	contiguous	21730	1	1	50038..50535+;165;TraS;0
NZ_MT756840.1	MPF_T	IncN	76	0	0	GA	1	22;15758;16492;+;32.5		25;17135;17452;+;63.3	26;17452;20052;+;113.8	26;17452;20052;+;76.4	27;20070;20783;+;105.5	29;21034;22074;+;142.4		30;22293;22991;+;131.9	31;23002;23886;+;159.7	32;23886;25046;+;156.3	33;25088;26083;+;81.2	59;50040;51569;-;38.5		A	7/7	canonical	1	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT759838.1	MPF_T	IncX3	59	0	0	GA	1	46;35709;36353;-;46.4	45;35435;35725;-;73.1	44;32657;35410;-;47.0	44;32657;35410;-;145.4	44;32657;35410;-;73.3	43;31877;32647;-;60.1	41;30543;31598;-;133.2		40;29620;30348;-;119.4	39;28685;29614;-;138.8	38;27474;28688;-;128.3	36;26244;27278;-;65.7	35;24406;26241;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT773664.1	MPF_T	IncI2	84	0	0	GA	1	45;36661;37143;-;81.1		60;52739;53023;-;36.6	59;50376;52733;-;58.5	59;50376;52733;-;42.8	72;58476;59117;-;42.8	73;59123;60118;-;128.5		57;49476;50210;-;144.3	56;48709;49479;-;170.5	55;47580;48719;-;154.7	48;38911;40449;-;207.1	53;44532;46490;-;289.6		A	7/7	rearranged	1	0	unscoreable	17	1	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT773670.1	MPF_T	IncI2(Delta)	78	0	0	GA	1	43;32581;33063;-;81.1		57;48640;48924;-;36.6	56;46277;48634;-;58.3	56;46277;48634;-;44.9	66;53736;54380;-;41.0	67;54386;55381;-;123.9		55;45379;46113;-;144.3	54;44612;45382;-;169.8	53;43483;44622;-;154.7	46;34832;36370;-;207.1	51;40435;42393;-;287.0		A	7/7	rearranged	1	0	unscoreable	13	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT773671.1	MPF_T	IncI2(Delta)	82	0	0	GA	1	47;38385;38867;-;81.1	62;54340;54630;-;28.9	61;53949;54233;-;36.6	60;51586;53943;-;58.5	60;51586;53943;-;44.9	70;59045;59689;-;41.9	71;59695;60690;-;123.7		58;50686;51420;-;144.3	57;49919;50689;-;170.4	56;48790;49929;-;154.7	50;40646;42184;-;207.6	54;45742;47700;-;285.8		A	7/7	rearranged	1	0	unscoreable	12	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
NZ_MT802097.1	MPF_F	-	109	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	60;42156;43199;+;369.2	65;47178;48605;+;325.8	63;45968;46780;+;219.1	56;37868;40594;+;164.6	66;48621;51623;+;208.7	52;34870;36186;+;102.7	56;37868;40594;+;108.4	50;33579;34157;+;82.6	61;43214;43921;+;107.6	62;43918;45975;+;92.2	32;20859;23018;+;381.4	55;37214;37858;+;41.9	32;20859;23018;+;89.7	A	9/9	contiguous	27762	1	1	51695..52213+;172;unnamed;0
NZ_MT802098.1	MPF_F	-	110	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	61;42190;43233;+;369.2	66;47212;48639;+;325.8	64;46002;46814;+;219.1	58;37899;40616;+;164.6	67;48655;51657;+;208.7	54;34901;36217;+;102.7	58;37899;40616;+;108.4	52;33610;34188;+;82.6	62;43248;43955;+;107.6	63;43952;46009;+;92.2	32;20887;23046;+;381.4	57;37245;37889;+;41.9	32;20887;23046;+;89.7	A	9/9	contiguous	27768	1	1	51729..52247+;172;unnamed;0
NZ_MT809694.1	MPF_F	IncFIB(pQil);IncFII(K)	131	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	78;75273;76265;-;366.6	68;68452;69822;-;381.2	72;71024;71776;-;232.4	81;77291;79930;-;258.5	67;65603;68452;-;344.2	89;83187;84611;-;88.8	81;77291;79930;-;88.7	91;85338;85904;-;169.3	77;74622;75260;-;67.0	76;72619;74625;-;259.0	63;60808;63117;-;392.8	88;82489;83073;-;55.4	63;60808;63117;-;65.8	A	9/9	contiguous	24530	1	1	65042..65590-;182;unnamed;0
NZ_MT809695.1	MPF_F	IncFIB(pQil);IncFII(K)	132	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	78;75378;76367;-;366.0	68;68464;69831;-;381.2	72;71089;71841;-;233.7	82;77810;80449;-;258.5	67;65615;68464;-;345.6	90;83706;85130;-;88.8	82;77810;80449;-;88.7	92;85857;86423;-;169.3	77;74727;75365;-;67.0	76;72713;74668;-;259.7	63;60817;63129;-;392.7	89;83008;83592;-;55.4	63;60817;63129;-;66.5	A	9/9	contiguous	25040	1	1	65054..65602-;182;unnamed;0
NZ_MT809699.1	MPF_F	IncFIB(pQil);IncFII(K)	128	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	35;23564;24553;+;366.0	45;30100;31467;+;380.7	41;28090;28842;+;233.7	31;19482;22121;+;258.5	46;31467;34316;+;345.6	23;14801;16225;+;88.8	31;19482;22121;+;88.7	21;13508;14074;+;169.3	36;24566;25204;+;67.0	37;25263;27218;+;259.7	50;36802;39111;+;393.2	24;16339;16923;+;55.4	50;36802;39111;+;65.8	A	9/9	contiguous	23294	1	1	34329..34877+;182;unnamed;0
NZ_MT809701.1	MPF_F	IncFIB(pQil);IncFII(K)	133	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	78;77391;78380;-;366.0	68;70517;71884;-;381.2	72;73142;73894;-;232.4	82;79823;82462;-;258.5	67;67668;70517;-;343.8	90;85719;87143;-;88.8	82;79823;82462;-;88.7	92;87870;88436;-;167.0	77;76740;77378;-;67.0	76;74737;76743;-;259.6	63;62873;65182;-;393.2	89;85021;85605;-;55.4	63;62873;65182;-;65.8	A	9/9	contiguous	24997	1	1	67107..67655-;182;unnamed;0
NZ_MT810353.1	MPF_F	IncFII(Yp);IncFII(pAR0022);repB(R1701)	198	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	46;30525;31514;+;366.6	56;37061;38428;+;384.0	52;35051;35803;+;233.7	42;26429;29068;+;258.5	57;38428;41277;+;346.4	35;22178;23602;+;89.3	42;26429;29068;+;88.7	33;20885;21451;+;169.3	47;31527;32165;+;66.9	48;32224;34179;+;259.4	61;43739;46051;+;393.1	36;23674;24258;+;54.7	61;43739;46051;+;66.6	A	9/9	contiguous	22854	1	1	41280..41813+;177;unnamed;0
NZ_MT810354.1	MPF_F	IncFII(pHN7A8);IncR	216	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	66;51504;52496;+;369.5	79;59329;60702;+;376.8	74;57020;57763;+;234.4	63;47868;50495;+;301.8	80;60699;63515;+;376.7	58;44386;45813;+;94.1	63;47868;50495;+;101.8	56;43105;43671;+;183.8	69;53442;54080;+;70.4	72;54893;56743;+;265.0	84;65816;68032;+;391.7	62;46837;47352;+;77.6	84;65816;68032;+;70.3	A	9/9	contiguous	22711	1	1	63548..64069+;173;unnamed;0
NZ_MT810355.1	MPF_F	IncFII(pSE11)	126	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	100;77535;78527;+;369.5	110;84306;85679;+;381.7	105;81633;82376;+;234.4	97;73896;76526;+;304.1	111;85676;88498;+;374.0	90;69446;70897;+;94.2	97;73896;76526;+;97.1	88;68165;68731;+;174.3	102;78871;79509;+;68.6	103;79506;81356;+;266.1	115;90770;93049;+;391.0	93;71757;72272;+;78.4	115;90770;93049;+;70.3	A	9/9	contiguous	22605	1	1	88520..88999+;159;TraS;0
NZ_MT810356.1	MPF_F	IncFII(pHN7A8);IncR	175	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	61;47780;48772;+;369.5	74;55605;56978;+;376.8	69;53296;54039;+;234.4	58;44144;46771;+;301.8	75;56975;59791;+;376.7	53;40662;42089;+;94.1	58;44144;46771;+;101.8	51;39381;39947;+;183.8	64;49718;50356;+;70.4	67;51169;53019;+;265.0	79;62092;64308;+;391.7	57;43113;43628;+;77.6	79;62092;64308;+;70.3	A	9/9	contiguous	22711	1	1	59824..60345+;173;unnamed;0
NZ_MT810359.1	MPF_F	IncFII(pHN7A8);IncR	139	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1				65;50525;52741;+;302.4		60;47043;48470;+;94.1	65;50525;52741;+;79.8	58;45762;46328;+;183.8				64;49494;50009;+;77.6		D	3/9	contiguous	4763	0	0	
NZ_MT810360.1	MPF_F	Col(pHAD28);IncFIB(K);IncFII(Yp);IncFII(pAR0022)	305	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	243;213937;214926;-;366.6	233;207023;208390;-;384.0	237;209648;210400;-;233.7	247;216383;219022;-;258.5	232;204174;207023;-;346.4	257;222921;224345;-;89.2	247;216383;219022;-;88.7	259;225072;225638;-;167.9	242;213286;213924;-;66.9	241;211272;213227;-;259.4	228;199400;201712;-;393.1	255;221725;222309;-;53.8	228;199400;201712;-;66.6	A	9/9	contiguous	25672	1	1	203638..204171-;177;unnamed;0
NZ_MT810364.1	MPF_F	IncFII(pBK30683);repB(R1701)	125	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	71;65943;66932;-;366.0	61;59029;60396;-;384.0	65;61654;62406;-;233.7	75;68389;71028;-;258.5	60;56180;59029;-;346.4	81;73858;75282;-;89.2	75;68389;71028;-;88.7	83;76009;76575;-;169.3	70;65292;65930;-;67.0	69;63278;65233;-;259.7	56;51404;53716;-;390.0	80;73201;73785;-;54.5	56;51404;53716;-;64.0	A	9/9	contiguous	24605	1	1	55644..56177-;177;unnamed;0
NZ_MT810368.1	MPF_F	IncFII(pHN7A8)	158	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	20;12473;13465;-;369.5	144;119453;120391;+;199.1	12;7206;7949;-;234.4	23;14474;17101;-;301.8	145;120388;123204;+;376.7	28;19156;20583;-;94.1	23;14474;17101;-;101.8	30;21298;21864;-;183.8	17;10889;11527;-;70.4	14;8226;10076;-;265.0	149;125505;127721;+;391.7	24;17617;18132;-;77.6	149;125505;127721;+;70.3	A	9/9	split_2	118299	1	1	123237..123758+;173;unnamed;0
NZ_MT810369.1	MPF_F	IncFII(pHN7A8)	140	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	66;51504;52496;+;369.5	79;59329;60702;+;376.8	74;57020;57763;+;234.4	63;47868;50495;+;301.8	80;60699;63515;+;376.7	58;44386;45813;+;94.1	63;47868;50495;+;101.8	56;43105;43671;+;183.8	69;53442;54080;+;70.4	72;54893;56743;+;265.0	84;65816;68032;+;391.7	62;46837;47352;+;77.6	84;65816;68032;+;70.3	A	9/9	contiguous	22711	1	1	63548..64069+;173;unnamed;0
NZ_MT810370.1	MPF_F	IncFII(Yp)	108	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	84;69154;70146;+;372.3	95;76180;77550;+;383.1	92;74659;75411;+;222.2	81;65489;68128;+;254.8	96;77550;80423;+;339.9	73;60877;62298;+;86.6	81;65489;68128;+;88.2	71;59590;60156;+;159.4	85;70159;70806;+;68.8	87;71183;73138;+;253.1	99;81976;84285;+;392.7	75;62759;63343;+;55.9	99;81976;84285;+;66.6	A	9/9	contiguous	22386	1	1	80434..80967+;177;unnamed;0
NZ_MT810372.1	MPF_F	IncFII(pHN7A8);IncR	164	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1				63;47868;50072;+;302.4		58;44386;45813;+;94.1	63;47868;50072;+;76.0	56;43105;43671;+;183.8				62;46837;47352;+;77.6		D	3/9	contiguous	4763	0	0	
NZ_MT810374.1	MPF_F	IncQ1;repB(R1701)	144	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	88;73468;74457;-;366.6	78;66554;67921;-;384.0	82;69179;69931;-;233.7	92;75914;78553;-;258.5	77;63705;66554;-;346.4	99;81380;82804;-;89.3	92;75914;78553;-;88.7	101;83531;84097;-;169.3	87;72817;73455;-;66.9	86;70803;72758;-;259.4	73;58931;61243;-;393.1	98;80724;81308;-;54.7	73;58931;61243;-;66.6	A	9/9	contiguous	24600	1	1	63169..63702-;177;unnamed;0
