accession	n_anchors	n_same_strand	layout	anchor_span_bp	max_internal_gap_bp	order_canonical
NZ_MH884650.1	16	16	contiguous	28366	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MH884651.1	16	16	contiguous	28366	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MH884653.1	16	16	contiguous	28375	5176	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MH884654.1	16	16	contiguous	28371	5176	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MH909330.1	16	16	contiguous	25111	4060	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK070495.1	16	16	contiguous	28360	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK088079.1	13	11	contiguous	25673	7986	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MK088173.1	16	16	contiguous	31798	8383	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK134375.1	7	5	split_2	63816	32248	traM traN traU traW traY
NZ_MK167988.1	15	15	contiguous	26388	5734	traE traI traK traL traM traN traO traP traQ traU traV traW traY trbA trbB
NZ_MK181557.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK181558.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK181559.1	16	16	contiguous	31146	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK181560.1	16	16	contiguous	29919	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK181561.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK181562.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK181563.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK181564.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK181565.1	16	16	contiguous	30102	5701	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK181566.1	16	16	contiguous	30102	5701	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK181567.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK181568.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK238490.1	16	16	contiguous	29565	6373	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK249855.1	12	11	contiguous	24929	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MK249856.1	12	11	contiguous	24929	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MK249857.1	12	11	contiguous	24929	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MK249858.1	12	11	contiguous	24929	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MK249859.1	12	11	contiguous	24929	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MK249860.1	12	11	contiguous	24929	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MK249861.1	12	11	contiguous	24929	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MK323043.1	7	5	contiguous	49898	16498	traM traN traU traW traY
NZ_MK370728.1	13	11	split_2	54696	37748	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MK396099.1	16	16	contiguous	31924	9661	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK455767.1	16	16	contiguous	31924	9661	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK621013.1	8	5	split_2	89688	62747	traM traN traP traU traW
NZ_MK621014.1	13	8	contiguous	43160	12587	traM traN traO traP traQ traU traW traY
NZ_MK758104.1	16	16	contiguous	31798	8383	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK764024.1	16	16	split_2	86384	63189	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK764025.1	16	16	contiguous	35658	11257	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK764026.1	16	16	contiguous	35597	11196	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK764027.1	16	16	contiguous	35412	12217	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK764028.2	16	16	contiguous	35658	11257	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK764029.1	16	16	contiguous	35299	12104	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MK966141.1	13	11	contiguous	25901	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MK966142.1	13	11	contiguous	25901	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MN124285.1	16	16	contiguous	32815	8414	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN125610.1	16	16	contiguous	29488	6293	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN182748.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MN187903.1	13	11	contiguous	26470	6735	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MN219406.1	16	16	contiguous	29736	5335	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN241905.1	16	16	contiguous	29857	6662	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN254969.1	16	16	contiguous	30040	5639	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN262643.1	16	16	contiguous	28418	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN276083.1	16	16	contiguous	31349	7260	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN334219.1	16	16	contiguous	38678	13838	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN334220.1	16	16	contiguous	38678	13838	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN335638.1	16	16	contiguous	39837	14998	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN335639.1	16	16	contiguous	39830	14989	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN335640.1	16	16	contiguous	33112	8791	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN335919.1	16	16	contiguous	31349	7260	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN335921.1	16	16	contiguous	31349	7260	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN380440.1	13	11	split_2	51399	33650	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MN419430.1	16	16	contiguous	28360	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN419431.1	16	16	contiguous	31960	8735	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN419432.1	16	16	split_2	101627	74249	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN419433.1	16	16	contiguous	28360	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN419434.1	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN419435.1	16	16	split_2	85329	60928	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN419436.1	16	16	contiguous	28360	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN419437.1	16	16	contiguous	28360	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN419438.1	16	16	split_2	111987	86980	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN480462.1	16	16	contiguous	35947	8660	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN540570.1	16	16	contiguous	28608	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN548042.1	16	16	contiguous	29292	4891	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN612051.1	16	16	contiguous	33100	9691	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN626603.1	13	11	split_2	49175	29440	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MN651559.1	16	16	contiguous	28591	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN688131.1	13	13	contiguous	21023	4119	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MN702386.1	16	16	contiguous	29736	5335	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN792917.1	13	13	contiguous	21023	4119	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MN792918.1	13	11	contiguous	25901	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MN816371.1	16	16	contiguous	28884	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN913380.1	13	11	contiguous	26564	6736	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MN913381.1	13	11	contiguous	26036	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MN915010.1	16	16	contiguous	30103	5702	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN915012.1	16	16	contiguous	30098	5702	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN915013.1	16	16	contiguous	30103	5702	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MN961671.1	11	7	split_3	155664	71901	traM traN traO traP traQ traU traY
NZ_MN961672.1	11	7	split_2	103678	57740	traM traN traO traP traQ traU traY
NZ_MT035876.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039141.1	13	13	contiguous	21141	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039142.1	13	13	contiguous	21312	4216	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039144.1	13	13	contiguous	21141	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039146.1	13	13	contiguous	21141	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039147.1	13	13	contiguous	20994	4182	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039148.1	13	13	contiguous	21140	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039149.1	13	13	contiguous	37114	16059	traI traK traL traM traN traO traP traQ traU traY trbA trbB traW
NZ_MT039151.1	13	13	contiguous	21141	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039152.1	13	13	split_2	70131	52589	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039155.1	13	13	contiguous	21141	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039156.1	13	13	contiguous	21141	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039160.1	13	13	contiguous	21141	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039162.1	13	13	contiguous	21141	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039164.1	13	13	split_2	147798	129017	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039165.1	13	13	contiguous	21141	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039169.1	13	13	contiguous	21051	3684	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039170.1	13	13	contiguous	21138	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039171.1	13	13	contiguous	21132	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039172.1	13	13	contiguous	21138	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039173.1	13	13	contiguous	21156	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039174.1	13	13	contiguous	21129	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039175.1	13	13	contiguous	21129	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039176.1	13	13	contiguous	21128	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039178.1	13	13	contiguous	21142	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039179.1	13	13	contiguous	21130	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039180.1	13	13	contiguous	21140	4184	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039181.1	13	13	contiguous	21156	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039182.1	12	12	contiguous	19749	3690	traI traK traL traM traN traO traP traQ traU traW traY trbA
NZ_MT039183.1	13	13	contiguous	21141	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039184.1	13	13	contiguous	21129	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039186.1	13	13	contiguous	21156	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039187.1	13	13	contiguous	22337	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039189.1	13	13	contiguous	21129	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039193.1	13	13	contiguous	21128	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039194.1	13	13	contiguous	21156	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039195.1	13	13	contiguous	21156	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039196.1	13	13	contiguous	21151	4187	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039197.1	13	13	contiguous	21129	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039198.1	5	5	contiguous	7157	2765	traU traW traY trbA trbB
NZ_MT039199.1	13	13	contiguous	21129	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039200.1	13	13	contiguous	21129	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039202.1	13	13	contiguous	21138	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039203.1	13	13	contiguous	21142	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039205.1	13	13	contiguous	21156	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039206.1	13	13	contiguous	21142	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039207.1	13	13	split_2	76830	58564	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039208.1	13	13	contiguous	21142	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039209.1	13	13	contiguous	21129	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039210.1	13	13	contiguous	21138	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039211.1	13	13	contiguous	21297	4216	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039212.1	13	13	contiguous	21129	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039215.1	13	13	contiguous	21127	4185	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039216.1	13	13	contiguous	21142	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039218.1	13	13	contiguous	21104	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039220.1	13	13	contiguous	21297	4216	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT039222.1	13	13	contiguous	21156	4186	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT074087.1	13	8	split_2	79671	46572	traM traN traO traP traQ traU traW traY
NZ_MT090960.1	13	13	split_2	83026	63857	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT158479.1	16	16	contiguous	28608	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MT158481.1	16	16	contiguous	28732	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MT193824.1	13	11	contiguous	26074	7965	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MT265678.1	13	11	contiguous	25816	7962	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MT415054.1	13	13	contiguous	20750	3641	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT415055.1	13	13	contiguous	20750	3641	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT415056.1	13	13	contiguous	20750	3641	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT441554.1	13	11	split_2	57518	39463	traI traK traL traM traN traO traP traQ traU traW traY
NZ_MT468651.1	16	16	contiguous	28361	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MT507877.1	16	16	contiguous	28558	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MT507879.1	16	16	contiguous	28558	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MT507880.1	16	16	contiguous	28558	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MT550691.1	13	13	contiguous	20842	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_MT554517.1	16	16	contiguous	31078	6677	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_MT560065.1	13	11	split_2	53954	35977	traI traK traL traM traN traO traP traQ traU traW traY
