accession	slot_family	slot_status	gap_up	gap_down	anchor_gap_median	n_anchor_gaps
NZ_MH234506.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH234507.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH234508.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH234509.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH236906.1	Eex_IncN	eex_occupied	39	-4	11	8
NZ_MH271383.1	Eex_IncN	eex_occupied	1	12	5	4
NZ_MH286945.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH286946.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH286947.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH286948.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH286949.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH286950.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH286951.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH286952.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH328006.1	Eex_IncN	eex_occupied	7	13	1	7
NZ_MH328008.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MH341575.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MH347484.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MH349095.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH401970.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_MH500845.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH507589.1	Eex_IncN	eex_occupied	0	8	4	8
NZ_MH522409.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MH522410.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MH522411.1	Eex_IncN	eex_occupied	1	12	5	4
NZ_MH522412.1	Eex_IncN	eex_occupied	222	8	-4	3
NZ_MH522414.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MH522415.1	Eex_IncN	eex_occupied	1	12	5	4
NZ_MH522416.1	Eex_IncN	eex_occupied	1	12	5	4
NZ_MH522417.1		candidate	11	-4	11	8
NZ_MH522422.1		candidate	11	-4	11	8
NZ_MH522426.1		candidate	8	254	5	4
NZ_MH523639.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH536949.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MH548371.1	TrbK_RP4	eex_occupied	8	9	11	6
NZ_MH594478.1	Eex_IncN	eex_occupied	11	9	24	6
NZ_MH634987.1	Eex_IncN	eex_occupied	-53	48	3	5
NZ_MH634990.1	Eex_IncN	eex_occupied	-47	43	9	6
NZ_MH713705.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_MH713706.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_MH713707.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_MH715959.1		candidate	11	-4	11	8
NZ_MH727565.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_MH734334.1		candidate	9	2	9	6
NZ_MH781720.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH782635.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_MH882484.1	Eex_IncN	eex_occupied	13	-4	2	6
NZ_MH890610.1		candidate	10	-4	10	5
NZ_MH909328.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_MH909333.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH909334.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MH909335.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH909336.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_MH909337.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MH909339.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MH909341.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MH909342.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH909343.1	Eex_IncN	eex_occupied	9	11	24	6
NZ_MH909344.1	TraS	eex_occupied	7	15	17	2
NZ_MH909346.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH909347.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MH917123.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MH917280.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH917281.1	Eex_IncN	eex_occupied	9	11	9	6
NZ_MH917282.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MH917283.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MH938808.1		candidate	-4	11	11	8
NZ_MK033499.1	Eex_IncN	eex_occupied	3	18	2	6
NZ_MK033500.1	Eex_IncN	eex_occupied	3	18	2	6
NZ_MK033501.1	Eex_IncN	eex_occupied	3	18	2	6
NZ_MK033577.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK033578.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK033579.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK033580.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK033581.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK033582.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK033583.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK033584.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK036890.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MK041211.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MK053934.1		candidate	62	199	10	7
NZ_MK079571.1		candidate	21	-1	-1	5
NZ_MK088485.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK088486.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK172815.1		candidate	-4	11	11	8
NZ_MK262709.1	Eex_IncN	eex_occupied	11	9	5	5
NZ_MK264770.1	Eex_IncN	eex_occupied	9	11	10	7
NZ_MK308632.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK317995.1	Eex_IncN	eex_occupied	9		5	7
NZ_MK318968.1		candidate	-4	13	16	8
NZ_MK318969.1		candidate	-4	13	-1	8
NZ_MK318971.1		candidate	-4	13	17	8
NZ_MK318972.1		candidate	-4	13	16	8
NZ_MK318973.1		candidate	-7	-4	6	6
NZ_MK318987.1		candidate	11	13	-1	8
NZ_MK356560.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_MK356561.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_MK360096.1	Eex_IncN	eex_occupied	9	0	4	8
NZ_MK368725.1	Eex_IncN	eex_occupied	16	9	15	7
NZ_MK372380.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK372381.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK372382.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK372383.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK372385.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK372386.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK372387.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK372388.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK372389.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK372390.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK372391.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK372392.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK372393.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK412914.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK412915.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK412916.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK412917.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK412918.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK412919.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK412920.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK416154.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MK416183.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_MK450346.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MK450347.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MK450348.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MK450349.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MK477604.1		candidate	-4	11	11	8
NZ_MK477610.1		candidate	-4	11	11	8
NZ_MK477615.1		candidate	-4	11	11	8
NZ_MK541987.1		candidate	-11	-4	0	6
NZ_MK541988.1		candidate	-11	-4	0	6
NZ_MK541989.1		candidate	-11	-4	0	6
NZ_MK542639.1	Eex_IncN	eex_occupied	254	8	5	4
NZ_MK571810.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MK574665.1		candidate	11	-4	11	8
NZ_MK574667.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MK574669.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MK618661.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK621008.1	Eex_IncN	eex_occupied	14	1	3	7
NZ_MK621009.1	Eex_IncN	eex_occupied	14	22	9	6
NZ_MK621010.1		candidate	-8	27	3	8
NZ_MK621011.1		candidate	31	10	-4	5
NZ_MK628734.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK671725.1	Eex_IncN	eex_occupied	12	5	2	6
NZ_MK671726.1	Eex_IncN	eex_occupied	12	5	1	5
NZ_MK671727.1	Eex_IncN	eex_occupied	12	5	2	5
NZ_MK731977.1	Eex_IncN	eex_occupied	9	11	5	8
NZ_MK757441.1	Eex_IncN	eex_occupied	13	-4	2	6
NZ_MK757468.1	Eex_IncN	eex_occupied	9	11	9	6
NZ_MK773535.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK836306.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MK836307.1		candidate	-4	11	11	8
NZ_MK848866.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MK852553.1	Eex_IncN	eex_occupied	1	12	5	4
NZ_MK862125.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MK875281.1		candidate	-4	11	11	8
NZ_MK875282.1		candidate	-4	11	11	8
NZ_MK875283.1		candidate	-4	11	11	8
NZ_MK875284.1		candidate	-4	11	11	8
NZ_MK875285.1		candidate	-4	11	11	8
NZ_MK875286.1		candidate	-4	11	11	8
NZ_MK875287.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MK878892.1	TraS	eex_occupied	7	15	17	6
NZ_MK878894.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MK940857.1		candidate	11	-4	11	8
NZ_MK940858.1		candidate	11	-4	11	8
NZ_MK941846.1	Eex_IncN	eex_occupied		-1	8	7
NZ_MK965545.1	Eex_IncN	eex_occupied	0	8	4	8
NZ_MK978162.1		candidate	11	162	11	9
NZ_MK986791.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN017707.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN061454.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MN064714.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MN080490.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN086778.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_MN092230.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN175389.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN175471.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN178638.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN178639.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MN200942.1	Eex_IncN	eex_occupied	11	9	24	7
NZ_MN200943.1		candidate	-4	11	11	8
NZ_MN227183.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN232179.1	Eex_IncN	eex_occupied	222	8	5	3
NZ_MN232180.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232181.1	Eex_IncN	eex_occupied	46	3	5	5
NZ_MN232182.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232183.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232184.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232185.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232186.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232187.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MN232188.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232193.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MN232194.1		candidate	11	-4	11	8
NZ_MN232196.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232197.1	Eex_IncN	eex_occupied	254	8	5	4
NZ_MN232198.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232199.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232200.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232201.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232202.1	Eex_IncN	eex_occupied	107	-1	5	4
NZ_MN232203.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232204.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232205.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232206.1	Eex_IncN	eex_occupied	222	8	5	2
NZ_MN232207.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232208.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232209.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MN232210.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232211.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232212.1	Eex_IncN	eex_occupied	222	8	5	3
NZ_MN232213.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN232214.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MN240297.1		candidate	15	15	-4	7
NZ_MN241904.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MN256104.1	Eex_IncN	eex_occupied	11	14	4	8
NZ_MN276078.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN276079.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN276080.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN276081.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN276082.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN319465.1		candidate	21	-1	10	6
NZ_MN335922.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN386974.1	TrbK_RP4	eex_occupied	9	10	16	6
NZ_MN433456.1		candidate	2	9	9	5
NZ_MN476093.1	Eex_IncN	eex_occupied	1	12	5	5
NZ_MN476095.1	Eex_IncN	eex_occupied	12	1	615	2
NZ_MN480461.1	Eex_IncN	eex_occupied	15	7	17	1
NZ_MN542377.1		candidate	1	9	12	6
NZ_MN542378.1		candidate	1	9	12	6
NZ_MN565271.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN583554.1	Eex_IncN	eex_occupied	9	16	15	6
NZ_MN602278.1	TrbK_RP4	eex_occupied	11	6	11	6
NZ_MN604267.1	Eex_IncN	eex_occupied	11	17	10	4
NZ_MN648330.1		candidate	11	-4	13	6
NZ_MN689940.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN701974.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN701975.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN746290.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN746291.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MN746292.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MN792919.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MN823994.1	Eex_IncN	eex_occupied	3	7	12	6
NZ_MN865121.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MN891676.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_MN891682.1		candidate	15	7	17	6
NZ_MN904741.1	Eex_IncN	eex_occupied	7	13	1	7
NZ_MN937240.1	Eex_IncN	eex_occupied	9	11	5	6
NZ_MN961669.1	Eex_IncN	eex_occupied	12	5	-1	5
NZ_MN961673.1		candidate	-8	27	2	8
NZ_MN967025.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_MT002974.1		candidate	62	199	10	7
NZ_MT010563.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_MT028409.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MT039143.1	Eex_IncN	eex_occupied	8	15	-1	7
NZ_MT039145.1	Eex_IncN	eex_occupied	14	9	4	8
NZ_MT039153.1	Eex_IncN	eex_occupied	9	11	4	7
NZ_MT039154.1	Eex_IncN	eex_occupied	9	11	10	8
NZ_MT039163.1	Eex_IncN	eex_occupied	9	11	10	7
NZ_MT039167.1	Eex_IncN	eex_occupied	9	11	15	6
NZ_MT039214.1	Eex_IncN	eex_occupied	8		-1	7
NZ_MT074091.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MT077883.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MT119279.1	Eex_IncN	eex_occupied	254	8	5	4
NZ_MT129534.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MT158477.1	Eex_IncN	eex_occupied	8	0	4	8
NZ_MT158478.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MT158480.1	Eex_IncN	eex_occupied	17	11	9	6
NZ_MT180431.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_MT180434.1	Eex_IncN	eex_occupied	11	9	7	8
NZ_MT192131.1		candidate	15	15	-4	7
NZ_MT199177.1	Eex_IncN	eex_occupied	15	7	17	7
NZ_MT219822.1	Eex_IncN	eex_occupied	9		5	8
NZ_MT219825.1	Eex_IncN	eex_occupied	9	11	5	8
NZ_MT293625.1	Eex_IncN	eex_occupied	163	1	5	4
NZ_MT296560.1		candidate	-14	234	12	7
NZ_MT296565.1		candidate	-8	213	12	5
NZ_MT296568.1		candidate	-8	213	12	7
NZ_MT296571.1		candidate	-8	213	12	5
NZ_MT296573.1		candidate	-8	213	12	5
NZ_MT296576.1		candidate	-8	213	12	7
NZ_MT316509.1		candidate	11	-4	11	8
NZ_MT338505.1	Eex_IncN	eex_occupied	21	11	10	7
NZ_MT338506.1		candidate	12	20	9	9
NZ_MT441556.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MT449718.1		candidate	190	10	12	7
NZ_MT449719.1		candidate	190	10	12	7
NZ_MT499886.1		candidate	11	-4	11	8
NZ_MT505391.1	Eex_IncN	eex_occupied	77	3	5	4
NZ_MT536763.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MT554516.1	Eex_IncN	eex_occupied	46	3	5	4
NZ_MT560074.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MT560076.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MT621561.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MT621562.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MT621563.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MT621564.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MT621565.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MT621566.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MT621567.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MT621568.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MT663954.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MT667260.1		candidate	10	190	12	7
NZ_MT667261.1		candidate	-4	11	11	8
NZ_MT720906.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MT732179.1		candidate	-4	12	2	6
NZ_MT732180.1		candidate	-4	12	2	6
NZ_MT732181.1		candidate	-4	12	2	6
NZ_MT732182.1		candidate	-4	12	2	6
NZ_MT732184.1		candidate	-4	12	2	6
NZ_MT732186.1		candidate	-4	12	2	6
NZ_MT732187.1		candidate	-4	12	2	6
NZ_MT732188.1		candidate	-4	12	2	6
NZ_MT732189.1		candidate	-4	12	2	6
NZ_MT732190.1		candidate	-4	12	2	6
NZ_MT732192.1		candidate	-4	12	2	6
NZ_MT732193.1		candidate	-4	12	12	6
NZ_MT732196.1		candidate	-4	12	2	6
NZ_MT732197.1		candidate	-4	12	2	6
NZ_MT745953.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_MT756840.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MT759838.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MT773664.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MT773670.1	Eex_IncN	eex_occupied	222	8	5	5
NZ_MT773671.1	Eex_IncN	eex_occupied	222	8	5	5
NZ_MT859324.1	Eex_IncN	eex_occupied	11	9	5	8
NZ_MT859325.1	Eex_IncN	eex_occupied	11	9	5	8
NZ_MT859326.1	Eex_IncN	eex_occupied	11	9	5	8
NZ_MT859327.1	Eex_IncN	eex_occupied	11	9	5	8
NZ_MT859328.1	Eex_IncN	eex_occupied	8	0	4	8
NZ_MT859329.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MT859330.1	Eex_IncN	eex_occupied	8	0	4	8
NZ_MT901553.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MT920906.1	Eex_IncN	eex_occupied	39	-4	11	8
NZ_MT929275.1		candidate	11	-4	11	8
NZ_MT929277.1		candidate	11	-4	11	8
NZ_MT929278.1		candidate	11	-4	11	8
NZ_MT929279.1		candidate	11	-4	11	8
NZ_MT929280.1		candidate	11	-4	11	8
NZ_MT929281.1		candidate	11	-4	11	8
NZ_MT929282.1		candidate	11	-4	11	8
NZ_MT929283.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MT929289.1		candidate	11	-4	11	3
NZ_MT929290.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MT949190.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_MT949192.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_MT949193.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_MW010024.1		candidate	-4	11	11	8
NZ_MW010025.1		candidate	-4	11	11	8
NZ_MW010026.1		candidate	-4	11	11	8
NZ_MW010027.1		candidate	-4	11	11	8
NZ_MW033206.1	Eex_IncN	eex_occupied	11	34	-4	7
NZ_MW073138.1		candidate	62	199	10	7
NZ_MW077912.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_MW077917.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MW080368.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MW150990.1	TrbK_RP4	eex_occupied	9	10	16	5
NZ_MW191858.1	Eex_IncN	eex_occupied	9	11	9	5
NZ_MW191859.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_MW191862.1		candidate	11	-4	13	6
NZ_MW191864.1	Eex_IncN	eex_occupied	1	12	5	4
NZ_MW218142.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MW218147.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MW242344.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MW264506.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_MW264507.1		candidate	11	-4	11	8
NZ_MW264508.1		candidate	11	-4	11	8
NZ_MW264509.1		candidate	11	-4	11	7
NZ_MW264515.1	Eex_IncN	eex_occupied	1	12	5	4
NZ_MW269623.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MW296100.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MW298656.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_MW300275.1	TrbK_RP4	eex_occupied	9	11	16	6
NZ_MW300276.1	TrbK_RP4	eex_occupied	10	9	16	6
NZ_MW349106.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_MW363912.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_MW373507.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MW390511.1		candidate	10	-4	11	8
NZ_MW390514.1		candidate	10	-4	11	8
NZ_MW390516.1	Eex_IncN	eex_occupied	9	0	4	8
NZ_MW390518.1		candidate	10	-4	11	8
NZ_MW390521.1		candidate	10	-4	11	8
NZ_MW390525.1		candidate	-4	10	11	6
NZ_MW390532.1		candidate	11	-4	11	8
NZ_MW390537.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_MW390542.1	Eex_IncN	eex_occupied	9	0	4	8
NZ_MW390547.1	Eex_IncN	eex_occupied	0	9	4	8
NZ_MW390550.1	Eex_IncN	eex_occupied	9	0	4	8
NZ_MW415440.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MW415441.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MW415442.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MW415443.1	Eex_IncN	eex_occupied	9	11	5	6
NZ_MW415444.1	Eex_IncN	eex_occupied	11	9	5	6
NZ_MW439254.1	Eex_IncN	eex_occupied	11	9	5	8
NZ_MW557326.1		candidate	-4	11	11	8
NZ_MW574936.1	Eex_IncN	eex_occupied	7	15	41	6
NZ_MW574937.1	TrbK_RP4	eex_occupied	9	-4	13	6
NZ_MW574938.1	TrbK_RP4	eex_occupied	9	-4	13	6
NZ_MW574939.1	TrbK_RP4	eex_occupied	10	9	16	4
NZ_MW574941.1	TrbK_RP4	eex_occupied	17	9	9	6
NZ_MW574942.1		candidate	162	11	11	9
NZ_MW574943.1	TrbK_RP4	eex_occupied	-4	9	13	6
NZ_MW574944.1	Eex_IncN	eex_occupied	11	34	-1	6
NZ_MW574945.1	Eex_IncN	eex_occupied	7	15	41	6
NZ_MW574946.1	TrbK_RP4	eex_occupied	9	10	16	5
NZ_MW574947.1		candidate	11	162	11	8
NZ_MW574948.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_MW574949.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MW574951.1	Eex_IncN	eex_occupied	17	11	9	5
NZ_MW590809.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MW655525.1		candidate	10	-4	11	8
NZ_MW679657.1	TrbK_RP4	eex_occupied	11	9	16	6
NZ_MW762473.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MW791424.1		candidate	9	1	12	5
NZ_MW836072.1		candidate	11	-4	11	8
NZ_MW940618.1	Eex_IncN	eex_occupied	11	9	5	8
NZ_MW940619.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MW940620.1	Eex_IncN	eex_occupied	9	11	5	8
NZ_MW940624.1	Eex_IncN	eex_occupied	9	11	5	6
NZ_MW940629.1	Eex_IncN	eex_occupied	9	11	5	8
NZ_MW999352.1		candidate	11	-4	11	8
NZ_MW999353.1		candidate	11	-4	11	8
NZ_MW999354.1		candidate	11	-4	11	8
NZ_MW999355.1		candidate	11	-4	11	8
NZ_MW999356.1		candidate	11	-4	11	8
NZ_MZ004973.1	Eex_IncN	eex_occupied	16	9	15	7
NZ_MZ156799.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MZ156801.1		candidate	454	194	9	7
NZ_MZ156803.1	Eex_IncN	eex_occupied	9	11	9	6
NZ_MZ270636.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MZ277864.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_MZ363820.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_MZ375739.1	Eex_IncN	eex_occupied	11	9	5	8
NZ_MZ513635.1	Eex_IncN	eex_occupied	9	11	11	7
NZ_MZ643942.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MZ666125.1		candidate	11	-4	11	8
NZ_MZ673648.1	Eex_IncN	eex_occupied	5	12	2	6
NZ_MZ753458.1	Eex_IncN	eex_occupied	11	9	7	6
NZ_MZ779047.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_MZ836798.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_MZ836803.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_MZ836804.1	Eex_IncN	eex_occupied	11	9	5	7
