accession	length	n_cds	mpf_classes	n_fa_fata	relaxase	exclusion_family_hit	description
NC_073881.1	3547	3	none	0	0		NC_073881.1 TPA: SsRNA phage SRR6960507_5 genomic sequence
NC_073882.1	3540	3	none	0	0		NC_073882.1 TPA: SsRNA phage SRR6960551_8 genomic sequence
NC_073883.1	3667	3	none	0	0		NC_073883.1 TPA: SsRNA phage SRR6960797_2 genomic sequence
NC_073884.1	3595	3	none	0	0		NC_073884.1 TPA: SsRNA phage SRR6960799_15 genomic sequence
NC_073885.1	3569	3	none	0	0		NC_073885.1 TPA: SsRNA phage SRR5208572_1 genomic sequence
NC_073886.1	4588	4	none	0	0		NC_073886.1 TPA: SsRNA phage SRR6254351_1 genomic sequence
NC_073887.1	3568	4	none	0	0		NC_073887.1 TPA: SsRNA phage SRR6049586_1 genomic sequence
NC_073888.1	3716	4	none	0	0		NC_073888.1 TPA: SsRNA phage SRR6960799_21 genomic sequence
NC_073889.1	3739	4	none	0	0		NC_073889.1 TPA: SsRNA phage SRR6960799_22 genomic sequence
NC_073890.1	3554	3	none	0	0		NC_073890.1 TPA: SsRNA phage SRR6960799_23 genomic sequence
NC_073891.1	3631	4	none	0	0		NC_073891.1 TPA: SsRNA phage SRR7976299_11 genomic sequence
NC_073892.1	3655	3	none	0	0		NC_073892.1 TPA: SsRNA phage ESE029 genomic sequence
NC_073893.1	3931	3	none	0	0		NC_073893.1 TPA: SsRNA phage Zoerhiza.2_7 genomic sequence
NC_073894.1	3384	3	none	0	0		NC_073894.1 TPA: SsRNA phage Esthiorhiza.2_36 genomic sequence
NC_073895.1	3536	3	none	0	0		NC_073895.1 TPA: SsRNA phage SRR6960551_9 genomic sequence
NC_073896.1	3901	4	none	0	0		NC_073896.1 TPA: SsRNA phage Gephyllon.2_12 genomic sequence
NC_073897.1	3678	3	none	0	0		NC_073897.1 TPA: SsRNA phage SRR5466728_3 genomic sequence
NC_073898.1	3556	3	none	0	0		NC_073898.1 TPA: SsRNA phage Gerhypos.4_61 genomic sequence
NC_073899.1	3621	3	none	0	0		NC_073899.1 TPA: SsRNA phage Gerhypos.1_49 genomic sequence
NC_073900.1	3637	3	none	0	0		NC_073900.1 TPA: SsRNA phage Esthiorhiza.4_9 genomic sequence
NC_073901.1	4095	3	none	0	0		NC_073901.1 TPA: SsRNA phage SRR5466725_13 genomic sequence
NC_073902.1	4380	4	none	0	0		NC_073902.1 TPA: SsRNA phage SRR7976299_8 genomic sequence
NC_073903.1	4137	3	none	0	0		NC_073903.1 TPA: SsRNA phage SRR7976299_9 genomic sequence
NC_073904.1	3760	3	none	0	0		NC_073904.1 TPA: SsRNA phage SRR6960507_7 genomic sequence
NC_073905.1	3846	3	none	0	0		NC_073905.1 TPA: SsRNA phage AIN002 genomic sequence
NC_073906.1	4418	4	none	0	0		NC_073906.1 TPA: SsRNA phage Gerhypos.1_9 genomic sequence
NC_073907.1	4378	4	none	0	0		NC_073907.1 TPA: SsRNA phage Gerhypos.3_17 genomic sequence
NC_073908.1	3976	4	none	0	0		NC_073908.1 TPA: SsRNA phage Gerhypos.3_9 genomic sequence
NC_073909.1	4306	4	none	0	0		NC_073909.1 TPA: SsRNA phage SRR5208570_1 genomic sequence
NC_073910.1	4343	4	none	0	0		NC_073910.1 TPA: SsRNA phage SRR5466727_3 genomic sequence
NC_073911.1	4228	4	none	0	0		NC_073911.1 TPA: SsRNA phage SRR7976301_7 genomic sequence
NC_073912.1	3819	3	none	0	0		NC_073912.1 TPA: SsRNA phage SRR6960799_14 genomic sequence
NC_073913.1	3375	3	none	0	0		NC_073913.1 TPA: SsRNA phage SRR7976300_6 genomic sequence
NC_073914.1	3524	3	none	0	0		NC_073914.1 TPA: SsRNA phage SRR7687334_1 genomic sequence
NC_073915.1	3791	4	none	0	0		NC_073915.1 TPA: SsRNA phage SRR5466729_1 genomic sequence
NC_073916.1	3469	4	none	0	0		NC_073916.1 TPA: SsRNA phage Gephyllon.1_10 genomic sequence
NC_073917.1	3335	4	none	0	0		NC_073917.1 TPA: SsRNA phage Esthiorhiza.2_49 genomic sequence
NC_073918.1	3666	4	none	0	0		NC_073918.1 TPA: SsRNA phage Gephyllon.4_13 genomic sequence
NC_073919.1	3636	3	none	0	0		NC_073919.1 TPA: SsRNA phage Gerhypos.1_28 genomic sequence
NC_073920.1	3562	4	none	0	0		NC_073920.1 TPA: SsRNA phage Gerhypos.1_29 genomic sequence
NC_073921.1	3696	4	none	0	0		NC_073921.1 TPA: SsRNA phage Gerhypos.2_12 genomic sequence
NC_073922.1	3541	4	none	0	0		NC_073922.1 TPA: SsRNA phage Gerhypos.4_67 genomic sequence
NC_073923.1	3608	3	none	0	0		NC_073923.1 TPA: SsRNA phage Gerhypos.4_66 genomic sequence
NC_073924.1	3558	3	none	0	0		NC_073924.1 TPA: SsRNA phage Zoerhiza.1_38 genomic sequence
NC_073925.1	3576	4	none	0	0		NC_073925.1 TPA: SsRNA phage Zoerhiza.3_4 genomic sequence
NC_073926.1	3843	3	none	0	0		NC_073926.1 TPA: SsRNA phage EMS014 genomic sequence
NC_073927.1	3570	3	none	0	0		NC_073927.1 TPA: SsRNA phage SRR6960799_9 genomic sequence
NC_073928.1	3929	3	none	0	0		NC_073928.1 TPA: SsRNA phage AIN003 genomic sequence
NC_073929.1	3810	4	none	0	0		NC_073929.1 TPA: SsRNA phage SRR7473382_3 genomic sequence
NC_073930.1	4757	5	none	0	0		NC_073930.1 TPA: SsRNA phage SRR5466337_2 genomic sequence
NC_073931.1	4082	3	none	0	0		NC_073931.1 TPA: SsRNA phage SRR5466727_2 genomic sequence
NC_073932.1	4235	3	none	0	0		NC_073932.1 TPA: SsRNA phage SRR5466725_14 genomic sequence
NC_073933.1	3927	3	none	0	0		NC_073933.1 TPA: SsRNA phage SRR7976325_12 genomic sequence
NC_073934.1	4175	4	none	0	0		NC_073934.1 TPA: SsRNA phage Gerhypos.4_13 genomic sequence
NC_073935.1	3851	3	none	0	0		NC_073935.1 TPA: SsRNA phage SRR6960551_3 genomic sequence
NC_073936.1	4112	3	none	0	0		NC_073936.1 TPA: SsRNA phage Gerhypos.4_15 genomic sequence
NC_073937.1	3918	4	none	0	0		NC_073937.1 TPA: SsRNA phage Gephyllon.3_5 genomic sequence
NC_073938.1	4004	4	none	0	0		NC_073938.1 TPA: SsRNA phage SRR5208570_2 genomic sequence
NC_073939.1	3758	3	none	0	0		NC_073939.1 TPA: SsRNA phage Zoerhiza.1_16 genomic sequence
NC_073940.1	3294	4	none	0	0		NC_073940.1 TPA: SsRNA phage ESE007 genomic sequence
NC_073941.1	3483	3	none	0	0		NC_073941.1 TPA: SsRNA phage AVE017 genomic sequence
NC_073942.1	3430	3	none	0	0		NC_073942.1 TPA: SsRNA phage SRR7976325_17 genomic sequence
NC_073943.1	3737	3	none	0	0		NC_073943.1 TPA: SsRNA phage AVE019 genomic sequence
NC_073944.1	3431	3	none	0	0		NC_073944.1 TPA: SsRNA phage SRR6960507_3 genomic sequence
NC_073945.1	3510	3	none	0	0		NC_073945.1 TPA: SsRNA phage SRR5466725_17 genomic sequence
NC_073946.1	3540	3	none	0	0		NC_073946.1 TPA: SsRNA phage SRR6960549_3 genomic sequence
NC_073947.1	3637	3	none	0	0		NC_073947.1 TPA: SsRNA phage SRR6960797_3 genomic sequence
NC_073948.1	3627	3	none	0	0		NC_073948.1 TPA: SsRNA phage SRR5466365_2 genomic sequence
NC_073949.1	3701	4	none	0	0		NC_073949.1 TPA: SsRNA phage SRR6255746_4 genomic sequence
NC_073950.1	3312	2	none	0	0		NC_073950.1 TPA: SsRNA phage Gephyllon.1_11 genomic sequence
NC_073951.1	3508	3	none	0	0		NC_073951.1 TPA: SsRNA phage Zoerhiza.1_1 genomic sequence
NC_073952.1	3605	3	none	0	0		NC_073952.1 TPA: SsRNA phage SRR5208575_1 genomic sequence
NC_073953.1	4141	4	none	0	0		NC_073953.1 TPA: SsRNA phage Gephyllon.1_14 genomic sequence
NC_073954.1	3386	3	none	0	0		NC_073954.1 TPA: SsRNA phage SRR7976323_4 genomic sequence
NC_073955.1	3428	3	none	0	0		NC_073955.1 TPA: SsRNA phage SRR6960803_8 genomic sequence
NC_073956.1	3970	4	none	0	0		NC_073956.1 TPA: SsRNA phage Gerhypos.1_35 genomic sequence
NC_073957.1	4099	3	none	0	0		NC_073957.1 TPA: SsRNA phage SRR6960799_17 genomic sequence
NC_073958.1	4211	3	none	0	0		NC_073958.1 TPA: SsRNA phage SRR6960799_18 genomic sequence
NC_073959.1	3646	3	none	0	0		NC_073959.1 TPA: SsRNA phage SRR7976325_20 genomic sequence
NC_073960.1	3641	3	none	0	0		NC_073960.1 TPA: SsRNA phage SRR7976357_9 genomic sequence
NC_073961.1	3456	3	none	0	0		NC_073961.1 TPA: SsRNA phage SRR7976300_8 genomic sequence
NC_073962.1	3507	3	none	0	0		NC_073962.1 TPA: SsRNA phage SRR6960803_11 genomic sequence
NC_073963.1	3512	4	none	0	0		NC_073963.1 TPA: SsRNA phage SRR7976325_19 genomic sequence
NC_073964.1	3679	3	none	0	0		NC_073964.1 TPA: SsRNA phage SRR7976327_1 genomic sequence
NC_073965.1	3727	3	none	0	0		NC_073965.1 TPA: SsRNA phage SRR7976357_5 genomic sequence
NC_073966.1	3903	5	none	0	0		NC_073966.1 TPA: SsRNA phage SRR6253161_1 genomic sequence
NC_073967.1	3888	3	none	0	0		NC_073967.1 TPA: SsRNA phage SRR7976325_7 genomic sequence
NC_073968.1	3620	3	none	0	0		NC_073968.1 TPA: SsRNA phage ESE058 genomic sequence
NC_073969.1	3231	3	none	0	0		NC_073969.1 TPA: SsRNA phage SRR6960551_6 genomic sequence
NC_073970.1	4145	3	none	0	0		NC_073970.1 TPA: SsRNA phage SRR5466725_11 genomic sequence
NC_073971.1	4013	3	none	0	0		NC_073971.1 TPA: SsRNA phage SRR6960799_10 genomic sequence
NC_073972.1	4027	3	none	0	0		NC_073972.1 TPA: SsRNA phage SRR6050738_3 genomic sequence
NC_073973.1	4194	3	none	0	0		NC_073973.1 TPA: SsRNA phage SRR6960799_16 genomic sequence
NC_073974.1	3966	3	none	0	0		NC_073974.1 TPA: SsRNA phage SRR7976325_15 genomic sequence
NC_073975.1	3651	3	none	0	0		NC_073975.1 TPA: SsRNA phage SRR7473382_2 genomic sequence
NC_073976.1	3695	3	none	0	0		NC_073976.1 TPA: SsRNA phage SRR6960507_9 genomic sequence
NC_073977.1	3698	3	none	0	0		NC_073977.1 TPA: SsRNA phage SRR6960799_27 genomic sequence
NC_073978.1	3421	3	none	0	0		NC_073978.1 TPA: SsRNA phage SRR6960803_10 genomic sequence
NC_073979.1	3908	3	none	0	0		NC_073979.1 TPA: SsRNA phage SRR6960799_12 genomic sequence
NC_073980.1	3901	3	none	0	0		NC_073980.1 TPA: SsRNA phage SRR5467090_4 genomic sequence
NC_073981.1	3547	3	none	0	0		NC_073981.1 TPA: SsRNA phage ESE021 genomic sequence
NC_073982.1	3654	3	none	0	0		NC_073982.1 TPA: SsRNA phage SRR6960509_9 genomic sequence
NC_073983.1	3295	3	none	0	0		NC_073983.1 TPA: SsRNA phage SRR5466727_4 genomic sequence
NC_073984.1	3647	3	none	0	0		NC_073984.1 TPA: SsRNA phage SRR6960799_8 genomic sequence
NC_073985.1	3765	4	none	0	0		NC_073985.1 TPA: SsRNA phage SRR5466725_19 genomic sequence
NC_073986.1	3259	3	none	0	0		NC_073986.1 TPA: SsRNA phage SRR6960551_5 genomic sequence
NC_073987.1	3708	2	none	0	0		NC_073987.1 TPA: SsRNA phage Gephyllon.4_22 genomic sequence
NC_073988.1	4460	4	none	0	0		NC_073988.1 TPA: SsRNA phage Esthiorhiza.2_40 genomic sequence
NC_073989.1	3695	3	none	0	0		NC_073989.1 TPA: SsRNA phage Gerhypos.1_18 genomic sequence
NC_073990.1	3694	3	none	0	0		NC_073990.1 TPA: SsRNA phage Gerhypos.1_48 genomic sequence
NC_073991.1	3901	4	none	0	0		NC_073991.1 TPA: SsRNA phage SRR6960509_8 genomic sequence
NC_073992.1	3364	3	none	0	0		NC_073992.1 TPA: SsRNA phage SRR7976325_18 genomic sequence
NC_073993.1	3211	3	none	0	0		NC_073993.1 TPA: SsRNA phage SRR5466725_18 genomic sequence
NC_073994.1	3996	4	none	0	0		NC_073994.1 TPA: SsRNA phage Gerhypos.3_22 genomic sequence
NC_073995.1	3467	3	none	0	0		NC_073995.1 TPA: SsRNA phage SRR6960551_11 genomic sequence
NC_073996.1	4021	4	none	0	0		NC_073996.1 TPA: SsRNA phage SRR5466725_12 genomic sequence
NC_073997.1	3608	3	none	0	0		NC_073997.1 TPA: SsRNA phage ESE019 genomic sequence
NC_073998.1	3914	3	none	0	0		NC_073998.1 TPA: SsRNA phage Esthiorhiza.1_10 genomic sequence
NC_073999.1	3647	3	none	0	0		NC_073999.1 TPA: SsRNA phage SRR6960507_8 genomic sequence
NC_074000.1	4120	4	none	0	0		NC_074000.1 TPA: SsRNA phage SRR6255746_2 genomic sequence
NC_074001.1	3803	4	none	0	0		NC_074001.1 TPA: SsRNA phage Esthiorhiza.2_30 genomic sequence
NC_074002.1	3856	5	none	0	0		NC_074002.1 TPA: SsRNA phage Esthiorhiza.2_51 genomic sequence
NC_074003.1	3542	3	none	0	0		NC_074003.1 TPA: SsRNA phage SRR6255733_1 genomic sequence
NC_074004.1	3490	3	none	0	0		NC_074004.1 TPA: SsRNA phage SRR6960802_1 genomic sequence
NC_074005.1	3660	3	none	0	0		NC_074005.1 TPA: SsRNA phage SRR7976301_3 genomic sequence
NC_074006.1	4067	5	none	0	0		NC_074006.1 TPA: SsRNA phage Gerhypos.3_19 genomic sequence
NC_074007.1	3618	3	none	0	0		NC_074007.1 TPA: SsRNA phage Zoerhiza.2_29 genomic sequence
NC_074008.1	3875	4	none	0	0		NC_074008.1 TPA: SsRNA phage Gerhypos.3_25 genomic sequence
NC_074009.1	3981	3	none	0	0		NC_074009.1 TPA: SsRNA phage SRR7976301_4 genomic sequence
NC_074010.1	3801	3	none	0	0		NC_074010.1 TPA: SsRNA phage SRR7976325_10 genomic sequence
NC_074011.1	3892	3	none	0	0		NC_074011.1 TPA: SsRNA phage SRR5466725_9 genomic sequence
NC_074012.1	4073	3	none	0	0		NC_074012.1 TPA: SsRNA phage SRR7976299_10 genomic sequence
NC_074013.1	4032	3	none	0	0		NC_074013.1 TPA: SsRNA phage SRR7976326_3 genomic sequence
NC_074014.1	3731	3	none	0	0		NC_074014.1 TPA: SsRNA phage SRR6960801_1 genomic sequence
NC_074015.1	3459	4	none	0	0		NC_074015.1 TPA: SsRNA phage Esthiorhiza.4_19 genomic sequence
NC_074016.1	3251	3	none	0	0		NC_074016.1 TPA: SsRNA phage Gephyllon.4_15 genomic sequence
NC_074017.1	4154	5	none	0	0		NC_074017.1 TPA: SsRNA phage Gephyllon.4_4 genomic sequence
NC_074018.1	3718	4	none	0	0		NC_074018.1 TPA: SsRNA phage Zoerhiza.2_10 genomic sequence
NC_074019.1	3548	4	none	0	0		NC_074019.1 TPA: SsRNA phage Zoerhiza.2_30 genomic sequence
NC_074020.1	3577	3	none	0	0		NC_074020.1 TPA: SsRNA phage SRR6960799_20 genomic sequence
NC_074021.1	3382	2	none	0	0		NC_074021.1 TPA: SsRNA phage SRR6960799_19 genomic sequence
NC_074022.1	3681	4	none	0	0		NC_074022.1 TPA: SsRNA phage SRR5467090_6 genomic sequence
NC_074023.1	3876	4	none	0	0		NC_074023.1 TPA: SsRNA phage SRR6960799_26 genomic sequence
NC_074024.1	3813	4	none	0	0		NC_074024.1 TPA: SsRNA phage SRR6960802_2 genomic sequence
NC_074025.1	3734	4	none	0	0		NC_074025.1 TPA: SsRNA phage SRR6960803_12 genomic sequence
NC_074026.1	3417	3	none	0	0		NC_074026.1 TPA: SsRNA phage Gephyllon.4_23 genomic sequence
NC_074027.1	3496	3	none	0	0		NC_074027.1 TPA: SsRNA phage Zoerhiza.4_27 genomic sequence
NC_074028.1	3784	3	none	0	0		NC_074028.1 TPA: SsRNA phage SRR5467139_2 genomic sequence
NC_074029.1	3553	4	none	0	0		NC_074029.1 TPA: SsRNA phage SRR7976323_2 genomic sequence
NC_074030.1	3832	3	none	0	0		NC_074030.1 TPA: SsRNA phage SRR5466364_5 genomic sequence
NC_074031.1	3804	3	none	0	0		NC_074031.1 TPA: SsRNA phage SRR5466366_1 genomic sequence
NC_074032.1	3659	3	none	0	0		NC_074032.1 TPA: SsRNA phage Gephyllon.3_11 genomic sequence
NC_074033.1	3937	4	none	0	0		NC_074033.1 TPA: SsRNA phage Gerhypos.1_20 genomic sequence
NC_074034.1	3296	3	none	0	0		NC_074034.1 TPA: SsRNA phage SRR6960799_24 genomic sequence
NC_074035.1	3477	3	none	0	0		NC_074035.1 TPA: SsRNA phage SRR7976323_3 genomic sequence
NC_074036.1	4087	4	none	0	0		NC_074036.1 TPA: SsRNA phage SRR5466338_3 genomic sequence
NC_074037.1	3556	3	none	0	0		NC_074037.1 TPA: SsRNA phage SRR6960803_9 genomic sequence
NC_074038.1	3901	4	none	0	0		NC_074038.1 TPA: SsRNA phage SRR7976325_16 genomic sequence
NC_074039.1	3487	3	none	0	0		NC_074039.1 TPA: SsRNA phage SRR7976299_7 genomic sequence
NC_074040.1	3635	3	none	0	0		NC_074040.1 TPA: SsRNA phage AIN001 genomic sequence
NC_074041.1	3750	3	none	0	0		NC_074041.1 TPA: SsRNA phage SRR7976299_6 genomic sequence
NC_074042.1	3850	3	none	0	0		NC_074042.1 TPA: SsRNA phage Gerhypos.4_34 genomic sequence
NC_074043.1	3865	4	none	0	0		NC_074043.1 TPA: SsRNA phage Gephyllon.4_12 genomic sequence
NC_074044.1	3771	3	none	0	0		NC_074044.1 TPA: SsRNA phage Esthiorhiza.3_8 genomic sequence
NC_074045.1	3873	3	none	0	0		NC_074045.1 TPA: SsRNA phage Gerhypos.1_22 genomic sequence
NC_074046.1	3784	3	none	0	0		NC_074046.1 TPA: SsRNA phage Gerhypos.2_10 genomic sequence
NC_074047.1	4005	4	none	0	0		NC_074047.1 TPA: SsRNA phage Gerhypos.2_19 genomic sequence
NC_074048.1	3975	3	none	0	0		NC_074048.1 TPA: SsRNA phage SRR5208570_3 genomic sequence
NC_074049.1	3557	3	none	0	0		NC_074049.1 TPA: SsRNA phage SRR5467137_1 genomic sequence
NC_074050.1	4374	4	none	0	0		NC_074050.1 TPA: SsRNA phage SRR5466364_4 genomic sequence
NC_074051.1	4400	3	none	0	0		NC_074051.1 TPA: SsRNA phage SRR5467090_5 genomic sequence
NC_074052.1	4084	4	none	0	0		NC_074052.1 TPA: SsRNA phage SRR6960509_6 genomic sequence
NC_074053.1	3509	4	none	0	0		NC_074053.1 TPA: SsRNA phage SRR5208570_4 genomic sequence
NC_074054.1	3498	4	none	0	0		NC_074054.1 TPA: SsRNA phage Esthiorhiza.4_10 genomic sequence
NC_074055.1	3799	5	none	0	0		NC_074055.1 TPA: SsRNA phage Gerhypos.1_43 genomic sequence
NC_074056.1	3686	3	none	0	0		NC_074056.1 TPA: SsRNA phage Gerhypos.4_32 genomic sequence
NC_074057.1	3369	3	none	0	0		NC_074057.1 TPA: SsRNA phage Gerhypos.4_50 genomic sequence
NC_074058.1	3303	3	none	0	0		NC_074058.1 TPA: SsRNA phage EOC000 genomic sequence
NC_074059.1	4018	3	none	0	0		NC_074059.1 TPA: SsRNA phage SRR5466729_2 genomic sequence
NC_074060.1	3948	3	none	0	0		NC_074060.1 TPA: SsRNA phage SRR6960799_11 genomic sequence
NC_074061.1	4402	4	none	0	0		NC_074061.1 TPA: SsRNA phage SRR5467090_3 genomic sequence
NC_074062.1	3847	3	none	0	0		NC_074062.1 TPA: SsRNA phage SRR5467091_6 genomic sequence
NC_074063.1	4267	4	none	0	0		NC_074063.1 TPA: SsRNA phage SRR6960803_6 genomic sequence
NC_074064.1	3808	3	none	0	0		NC_074064.1 TPA: SsRNA phage SRR7976356_5 genomic sequence
NC_074065.1	3831	4	none	0	0		NC_074065.1 TPA: SsRNA phage Gephyllon.2_5 genomic sequence
NC_074066.1	3779	4	none	0	0		NC_074066.1 TPA: SsRNA phage Zoerhiza.2_28 genomic sequence
NC_074067.1	3854	4	none	0	0		NC_074067.1 TPA: SsRNA phage Zoerhiza.1_29 genomic sequence
NC_074068.1	3404	3	none	0	0		NC_074068.1 TPA: SsRNA phage SRR6960507_4 genomic sequence
NC_074069.1	3732	4	none	0	0		NC_074069.1 TPA: SsRNA phage Esthiorhiza.2_52 genomic sequence
NC_074070.1	3775	3	none	0	0		NC_074070.1 TPA: SsRNA phage SRR6255733_2 genomic sequence
NC_074071.1	3675	2	none	0	0		NC_074071.1 TPA: SsRNA phage AIN000 genomic sequence
NC_074072.1	4350	3	none	0	0		NC_074072.1 TPA: SsRNA phage Esthiorhiza.2_3 genomic sequence
NC_074073.1	4750	5	none	0	0		NC_074073.1 TPA: SsRNA phage Esthiorhiza.2_38 genomic sequence
NC_074074.1	4953	7	none	0	0		NC_074074.1 TPA: SsRNA phage Esthiorhiza.2_37 genomic sequence
NC_074075.1	5067	6	none	0	0		NC_074075.1 TPA: SsRNA phage Gerhypos.2_14 genomic sequence
NC_074076.1	4444	4	none	0	0		NC_074076.1 TPA: SsRNA phage Gerhypos.2_34 genomic sequence
NC_074077.1	4699	5	none	0	0		NC_074077.1 TPA: SsRNA phage Gerhypos.4_2 genomic sequence
NC_074078.1	3499	3	none	0	0		NC_074078.1 TPA: SsRNA phage SRR7976357_6 genomic sequence
NC_074079.1	3906	5	none	0	0		NC_074079.1 TPA: SsRNA phage Gerhypos.4_30 genomic sequence
NC_074080.1	3670	3	none	0	0		NC_074080.1 TPA: SsRNA phage SRR7473382_1 genomic sequence
NC_074081.1	4250	5	none	0	0		NC_074081.1 TPA: SsRNA phage Esthiorhiza.2_6 genomic sequence
NC_074082.1	4080	4	none	0	0		NC_074082.1 TPA: SsRNA phage Esthiorhiza.2_14 genomic sequence
NC_074083.1	3826	3	none	0	0		NC_074083.1 TPA: SsRNA phage Gephyllon.4_21 genomic sequence
NC_074084.1	3763	4	none	0	0		NC_074084.1 TPA: SsRNA phage Gephyllon.3_4 genomic sequence
NC_074085.1	3959	4	none	0	0		NC_074085.1 TPA: SsRNA phage Gerhypos.2_6 genomic sequence
NC_074086.1	4247	4	none	0	0		NC_074086.1 TPA: SsRNA phage SRR5466338_2 genomic sequence
NC_074087.1	4037	4	none	0	0		NC_074087.1 TPA: SsRNA phage SRR6253161_2 genomic sequence
NC_074088.1	3458	3	none	0	0		NC_074088.1 TPA: SsRNA phage SRR6960509_12 genomic sequence
NC_074089.1	3657	3	none	0	0		NC_074089.1 TPA: SsRNA phage SRR7976300_5 genomic sequence
NC_074090.1	3539	3	none	0	0		NC_074090.1 TPA: SsRNA phage Gephyllon.1_13 genomic sequence
NC_074091.1	3870	4	none	0	0		NC_074091.1 TPA: SsRNA phage SRR6960507_6 genomic sequence
NC_074092.1	3474	3	none	0	0		NC_074092.1 TPA: SsRNA phage SRR7976301_8 genomic sequence
NC_074093.1	4002	3	none	0	0		NC_074093.1 TPA: SsRNA phage SRR5467091_7 genomic sequence
NC_074094.1	3763	3	none	0	0		NC_074094.1 TPA: SsRNA phage SRR7976325_9 genomic sequence
NC_074095.1	3650	4	none	0	0		NC_074095.1 TPA: SsRNA phage SRR5466364_3 genomic sequence
NC_074096.1	4064	5	none	0	0		NC_074096.1 TPA: SsRNA phage SRR6960509_7 genomic sequence
NC_074097.1	3589	4	none	0	0		NC_074097.1 TPA: SsRNA phage SRR6960803_7 genomic sequence
NC_074098.1	3904	5	none	0	0		NC_074098.1 TPA: SsRNA phage SRR7976310_10 genomic sequence
NC_074099.1	4049	3	none	0	0		NC_074099.1 TPA: SsRNA phage SRR6960799_13 genomic sequence
NC_074100.1	3567	3	none	0	0		NC_074100.1 TPA: SsRNA phage SRR6960799_25 genomic sequence
NC_074101.1	3459	3	none	0	0		NC_074101.1 TPA: SsRNA phage SRR6960803_13 genomic sequence
NC_074102.1	3915	3	none	0	0		NC_074102.1 TPA: SsRNA phage SRR6050738_4 genomic sequence
NC_074103.1	3474	3	none	0	0		NC_074103.1 TPA: SsRNA phage SRR6960551_7 genomic sequence
NC_074104.1	4030	4	none	0	0		NC_074104.1 TPA: SsRNA phage SRR7976301_5 genomic sequence
NC_074105.1	3796	3	none	0	0		NC_074105.1 TPA: SsRNA phage SRR7976310_7 genomic sequence
NC_074106.1	4381	5	none	0	0		NC_074106.1 TPA: SsRNA phage Gerhypos.2_2 genomic sequence
NC_074107.1	3810	4	none	0	0		NC_074107.1 TPA: SsRNA phage Gerhypos.2_26 genomic sequence
NC_074108.1	4451	4	none	0	0		NC_074108.1 TPA: SsRNA phage Zoerhiza.1_35 genomic sequence
NC_074109.1	3790	3	none	0	0		NC_074109.1 TPA: SsRNA phage SRR7976300_4 genomic sequence
NC_074110.1	3612	3	none	0	0		NC_074110.1 TPA: SsRNA phage ESO010 genomic sequence
NC_074111.1	4313	4	none	0	0		NC_074111.1 TPA: SsRNA phage SRR7976310_5 genomic sequence
NC_074112.1	3581	3	none	0	0		NC_074112.1 TPA: SsRNA phage SRR5466725_15 genomic sequence
NC_074113.1	3995	4	none	0	0		NC_074113.1 TPA: SsRNA phage SRR6960803_5 genomic sequence
NC_074114.1	3836	4	none	0	0		NC_074114.1 TPA: SsRNA phage Gerhypos.2_8 genomic sequence
