accession	n_cds	core_completeness	n_core	VirB1	VirB1_score	VirB2	VirB2_score	VirB3	VirB3_score	VirB4	VirB4_score	VirB4b	VirB4b_score	VirB5	VirB5_score	VirB6	VirB6_score	VirB7	VirB7_score	VirB8	VirB8_score	VirB9	VirB9_score	VirB10	VirB10_score	VirB11	VirB11_score	VirD4	VirD4_score	TraN	TraN_score
NZ_CP122642.1	91	7/7	7	ga:21:19691..20173:+	81.1	ga:6:3898..4188:+	28.9	ga:7:4295..4579:+	34.4	ga:8:4585..6942:+	60.1	ga:8:4585..6942:+	44.0	ga:88:64372..65013:+	43.4	ga:87:63371..64366:+	136.6	none		ga:10:7108..7842:+	144.4	ga:11:7839..8609:+	170.5	ga:12:8599..9738:+	154.7	ga:18:16384..17922:+	207.1	ga:14:10868..12826:+	287.0	none	
NZ_CP122663.1	75	7/7	7	ga:73:57665..58147:+	81.1	none		ga:59:42310..42594:+	36.6	ga:60:42600..44957:+	58.5	ga:60:42600..44957:+	44.9	ga:49:36326..36973:+	41.6	ga:48:35334..36320:+	122.2	none		ga:62:45123..45857:+	144.4	ga:63:45854..46624:+	170.5	ga:64:46614..47753:+	154.7	ga:70:54359..55897:+	207.1	ga:66:48843..50801:+	285.8	none	
NZ_CP122693.1	82	7/7	7	ga:1:708..1319:+	40.5	ga:2:1423..1737:+	30.8	ga:3:1795..2115:+	46.2	ga:4:2118..4490:+	81.6	ga:4:2118..4490:+	32.4	ga:0:1..642:+	33.9	ga:81:71904..72881:+	132.9	none		ga:6:4621..5358:+	158.9	ga:7:5355..6134:+	167.2	ga:8:6124..7266:+	143.5	ga:9:7266..8285:+	91.9	ga:10:8336..10303:+	290.5	none	
NZ_CP122765.1	56	7/7	7	ga:40:32135..32782:+	45.2	ga:41:32760..33056:+	77.5	ga:42:33075..35828:+	47.3	ga:42:33075..35828:+	148.0	ga:42:33075..35828:+	73.5	ga:43:35839..36597:+	67.3	ga:45:36894..38024:+	103.0	none		ga:46:38270..38983:+	120.0	ga:47:38988..39917:+	134.9	ga:48:39914..41119:+	133.4	ga:49:41121..42152:+	77.9	ga:50:42155..43990:+	488.6	none	
NZ_CP122821.1	70	7/7	7	ga:42:38884..39495:+	54.0	ga:43:39467..39781:+	30.3	ga:44:39839..40159:+	46.2	ga:47:41523..43847:+	80.4	ga:47:41523..43847:+	33.6	ga:40:36902..37543:-	32.8	ga:41:37545..38540:-	125.4	none		ga:49:43978..44715:+	160.1	ga:50:44712..45491:+	167.2	ga:51:45481..46623:+	143.5	ga:52:46623..47642:+	92.1	ga:53:47809..49659:+	290.5	none	
NZ_CP122834.1	177	7/7	7	ga:156:147351..147962:+	52.5	ga:157:147934..148248:+	30.3	ga:158:148306..148626:+	46.2	ga:159:148629..151001:+	80.3	ga:159:148629..151001:+	33.6	ga:154:145369..146010:-	32.8	ga:155:146012..147007:-	125.4	none		ga:161:151132..151869:+	159.2	ga:162:151866..152645:+	167.2	ga:163:152635..153777:+	143.5	ga:164:153777..154562:+	53.5	ga:96:89876..91843:+	290.2	none	
NZ_CP122845.1	56	7/7	7	ga:40:32134..32781:+	45.2	ga:41:32759..33055:+	77.5	ga:42:33074..35827:+	47.3	ga:42:33074..35827:+	148.0	ga:42:33074..35827:+	73.5	ga:43:35838..36596:+	67.3	ga:45:36893..38023:+	103.0	none		ga:46:38269..38982:+	120.4	ga:47:38987..39916:+	134.9	ga:48:39913..41118:+	133.4	ga:49:41120..42151:+	77.9	ga:50:42154..43989:+	488.6	none	
NZ_CP122865.1	58	7/7	7	ga:56:46745..47392:+	45.2	ga:57:47370..47666:+	77.5	ga:0:1..2754:+	47.3	ga:0:1..2754:+	148.0	ga:0:1..2754:+	73.5	ga:1:2765..3523:+	67.3	ga:3:3820..4950:+	103.0	none		ga:4:5196..5909:+	120.0	ga:5:5914..6843:+	134.9	ga:6:6840..8045:+	133.4	ga:7:8047..9078:+	77.9	ga:8:9081..10916:+	488.6	none	
NZ_CP122870.1	79	7/7	7	ga:76:57317..57799:+	81.1	ga:60:40990..41280:+	28.9	ga:61:41387..41671:+	36.5	ga:62:41677..44034:+	60.7	ga:62:41677..44034:+	44.0	ga:51:35823..36464:+	42.8	ga:50:34822..35817:+	128.5	none		ga:64:44200..44934:+	144.3	ga:65:44931..45701:+	170.4	ga:66:45691..46830:+	154.7	ga:73:54011..55549:+	207.1	ga:68:47976..49934:+	288.2	none	
NZ_CP122873.1	58	7/7	7	ga:42:30412..31032:+	46.9	ga:43:31046..31372:+	64.4	ga:44:31391..34138:+	62.7	ga:44:31391..34138:+	150.8	ga:44:31391..34138:+	45.4	ga:45:34150..34866:+	96.1	ga:46:34877..35956:+	157.5	none		ga:48:36471..37157:+	169.0	ga:49:37154..38062:+	142.4	ga:50:38055..39173:+	164.1	ga:51:39175..40203:+	85.0	ga:52:40235..42052:+	317.3	none	
NZ_CP122877.1	60	7/7	7	ga:16:14534..15154:-	46.9	ga:15:14194..14520:-	64.4	ga:14:11428..14175:-	62.7	ga:14:11428..14175:-	150.8	ga:14:11428..14175:-	45.4	ga:13:10700..11416:-	96.1	ga:12:9610..10689:-	157.5	none		ga:10:8409..9095:-	169.0	ga:9:7504..8412:-	142.4	ga:5:4564..5484:-	162.7	ga:51:39052..39621:+	84.9	ga:52:39653..41470:+	317.3	none	
NZ_CP122883.1	51	7/7	7	none		ga:3:3126..3434:+	67.6	ga:4:3445..3762:+	84.6	ga:5:3759..6209:+	142.6	ga:5:3759..6209:+	84.6	ga:6:6231..6875:+	97.0	ga:8:7148..8161:+	161.4	none		ga:10:8650..9267:+	125.0	ga:11:9270..10091:+	197.9	ga:12:10091..11281:+	188.9	ga:13:11259..12296:+	83.1	ga:14:12259..14187:+	404.0	none	
NZ_CP122885.1	81	7/7	7	ga:4:3104..3586:-	81.1	none		ga:19:19177..19461:-	36.6	ga:18:16814..19171:-	58.5	ga:18:16814..19171:-	44.9	ga:29:24976..25620:-	41.0	ga:30:25626..26621:-	123.7	none		ga:16:15914..16648:-	144.4	ga:15:15147..15917:-	170.7	ga:14:14018..15157:-	154.7	ga:7:5355..6893:-	207.1	ga:12:10970..12928:-	288.2	none	
NZ_CP122917.1	141	7/7	7	ga:46:34627..35109:+	81.1	none		ga:30:18706..18990:+	36.6	ga:31:18996..21353:+	58.5	ga:31:18996..21353:+	44.9	ga:20:12701..13348:+	41.6	ga:19:11709..12695:+	122.2	none		ga:33:21519..22253:+	144.3	ga:34:22250..23020:+	170.5	ga:35:23010..24149:+	154.7	ga:42:31322..32860:+	207.1	ga:134:117103..119070:-	290.2	none	
NZ_CP122924.1	71	7/7	7	ga:40:41059..41670:+	54.0	ga:41:41642..41956:+	30.3	ga:42:42014..42334:+	46.2	ga:47:46332..48365:+	80.6	ga:43:42337..42753:+	38.0	ga:38:39077..39718:-	32.8	ga:39:39720..40715:-	125.4	none		ga:49:48496..49233:+	160.1	ga:50:49230..50009:+	167.2	ga:51:49999..51141:+	140.1	ga:52:51141..52160:+	92.1	ga:53:52211..54178:+	290.2	none	
NZ_CP122931.1	152	7/7	7	ga:123:102788..103435:+	76.4	ga:51:43609..43902:-	28.7	ga:50:43242..43559:-	62.7	ga:49:40642..43242:-	111.8	ga:49:40642..43242:-	76.8	ga:48:39911..40624:-	97.1	ga:46:38620..39660:-	153.6	none		ga:45:37703..38401:-	131.9	ga:44:36808..37692:-	159.0	ga:43:35648..36808:-	154.9	ga:42:34611..35606:-	81.2	ga:38:28513..30042:+	38.5	ga:103:87909..89717:-	267.1
NZ_CP122934.1	37	7/7	7	ga:18:9303..10007:+	47.3	ga:19:10011..10307:+	67.3	ga:20:10320..13064:+	49.1	ga:20:10320..13064:+	149.6	ga:20:10320..13064:+	48.4	ga:21:13079..13783:+	139.3	ga:23:14035..15102:+	159.8	none		ga:25:15288..15971:+	189.7	ga:26:15971..16876:+	153.7	ga:27:16918..18183:+	155.2	ga:29:18348..19373:+	67.3	ga:34:21457..23184:+	47.5	none	
NZ_CP122935.1	48	7/7	7	ga:39:25959..26531:+	47.4	ga:40:26592..26918:+	64.4	ga:41:26937..29684:+	62.7	ga:41:26937..29684:+	152.1	ga:41:26937..29684:+	46.1	ga:42:29696..30412:+	97.3	ga:43:30423..31502:+	157.5	none		ga:45:31999..32685:+	168.8	ga:46:32682..33590:+	142.4	ga:47:33583..34701:+	164.3	ga:0:1..1029:+	85.0	ga:1:1061..2878:+	316.5	none	
NZ_CP123002.1	401	7/7	7	ga:359:342460..343551:-	90.5	ga:362:346310..346657:-	74.6	ga:361:346011..346310:-	78.3	ga:202:193321..195741:-	124.9	ga:202:193321..195741:-	96.5	ga:200:191530..192231:-	48.5	ga:357:340485..341513:-	152.9	none		ga:356:339759..340451:-	178.5	ga:355:338950..339762:-	201.8	ga:354:337739..338950:-	213.5	ga:353:336736..337758:-	136.9	ga:352:334652..336739:-	312.4	none	
NZ_CP123004.1	246	7/7	7	ga:160:136505..137593:-	98.1	ga:166:141410..141748:-	73.9	ga:165:141107..141406:-	77.2	ga:119:95274..97643:+	205.0	ga:164:139320..141104:-	99.0	ga:159:135792..136493:-	35.5	ga:157:134531..135559:-	146.6	none		ga:156:133797..134492:-	182.9	ga:155:132991..133800:-	196.3	ga:154:131780..132991:-	206.6	ga:153:130771..131799:-	133.2	ga:129:108208..109776:-	488.4	none	
NZ_CP123005.1	1616	7/7	7	none		ga:747:733270..733569:-	87.9	ga:746:732924..733265:-	105.8	ga:745:730553..732949:-	172.4	ga:745:730553..732949:-	108.5	ga:744:729852..730553:-	198.9	ga:742:728682..729617:-	160.3	none		ga:740:727695..728366:-	210.9	ga:739:726841..727695:-	183.3	ga:738:725659..726831:-	180.8	ga:893:887604..889097:-	213.4	ga:520:518159..520078:-	336.2	none	
NZ_CP123032.1	49	7/7	7	ga:23:19401..20390:+	33.5	ga:5:4382..4849:-	68.9	ga:4:4068..4382:-	47.7	ga:3:1547..4054:-	91.4	ga:3:1547..4054:-	113.3	none		ga:48:37936..39042:-	30.0	none		ga:46:36828..37544:-	104.8	ga:45:35884..36810:-	141.2	ga:43:33926..35428:-	208.3	ga:6:4860..5843:-	133.6	ga:21:16853..18841:+	359.1	none	
NZ_CP123049.1	58	7/7	7	ga:47:35556..36200:+	46.4	ga:48:36184..36474:+	73.1	ga:49:36499..39252:+	47.0	ga:49:36499..39252:+	142.4	ga:49:36499..39252:+	73.3	ga:50:39262..40032:+	60.1	ga:52:40311..41366:+	133.2	none		ga:53:41561..42289:+	119.4	ga:54:42295..43224:+	138.8	ga:55:43221..44435:+	128.3	ga:57:44631..45665:+	65.7	ga:0:275..1342:+	328.0	none	
NZ_CP123213.1	156	7/7	7	ga:94:73142..73633:+	77.2	none		none		ga:19:12897..15344:+	68.9	none		ga:20:15341..16027:+	56.3	ga:22:16424..17356:+	135.1	none		ga:23:17781..18569:+	100.5	ga:24:18559..19368:+	138.9	ga:25:19355..20746:+	126.5	ga:97:74937..76127:+	105.4	ga:35:25144..26805:+	262.8	none	
NZ_CP123216.1	197	7/7	7	ga:39:36804..37511:+	36.6	none		none		ga:42:38301..40748:+	68.9	none		ga:43:40745..41431:+	56.3	ga:45:41828..42760:+	135.1	none		ga:46:43185..43973:+	100.5	ga:47:43963..44772:+	138.9	ga:48:44759..46150:+	126.5	ga:49:46160..47215:+	52.3	ga:58:50548..52209:+	262.8	none	
NZ_CP123224.1	73	7/7	7	ga:16:11400..12107:+	36.6	none		none		ga:19:12897..15344:+	68.9	none		ga:20:15341..16027:+	56.3	ga:22:16424..17356:+	135.1	none		ga:23:17781..18569:+	100.5	ga:24:18559..19368:+	138.9	ga:25:19355..20746:+	126.5	ga:26:20756..21811:+	52.3	ga:35:25144..26805:+	262.8	none	
NZ_CP123242.1	57	7/7	7	ga:31:29040..29684:-	46.4	ga:30:28766..29056:-	73.1	ga:29:25988..28741:-	47.0	ga:29:25988..28741:-	142.4	ga:29:25988..28741:-	73.3	ga:28:25208..25978:-	60.1	ga:26:23874..24929:-	133.2	none		ga:25:22951..23679:-	119.4	ga:24:22016..22945:-	138.8	ga:23:20805..22019:-	128.3	ga:21:19575..20609:-	65.7	ga:20:17737..19572:-	495.9	none	
NZ_CP123250.1	60	7/7	7	ga:43:30484..31128:+	47.1	ga:44:31112..31402:+	73.5	ga:45:31426..34185:+	44.8	ga:45:31426..34185:+	133.3	ga:45:31426..34185:+	71.9	ga:46:34187..34924:+	57.5	ga:48:35206..36261:+	131.7	none		ga:49:36451..37173:+	116.0	ga:50:37179..38096:+	132.5	ga:51:38093..39307:+	128.6	ga:52:39325..40362:+	66.4	ga:53:40367..42202:+	543.4	none	
NZ_CP123264.1	57	7/7	7	ga:2:1137..1781:+	46.4	ga:3:1765..2055:+	73.1	ga:4:2080..4833:+	47.0	ga:4:2080..4833:+	142.4	ga:4:2080..4833:+	73.3	ga:5:4843..5613:+	60.1	ga:7:5892..6947:+	133.2	none		ga:8:7142..7870:+	119.4	ga:9:7876..8805:+	138.8	ga:10:8802..10016:+	128.3	ga:12:10212..11246:+	65.7	ga:13:11249..13084:+	495.9	none	
NZ_CP123353.1	442	7/7	7	ga:286:299503..300606:+	72.6	ga:287:300603..300962:+	51.5	ga:288:300965..301291:+	49.1	ga:289:301295..303814:+	138.3	ga:289:301295..303814:+	93.9	none		ga:293:305994..307067:+	87.4	none		ga:294:307191..307904:+	119.9	ga:295:307901..308734:+	181.0	ga:296:308745..310064:+	189.0	ga:297:310061..311110:+	128.1	ga:298:311079..313811:+	222.1	none	
NZ_CP123368.1	87	7/7	7	ga:24:16529..17149:+	35.7	ga:25:17151..17495:+	37.1	ga:26:17536..17850:+	38.2	ga:27:17855..20290:+	55.2	ga:27:17855..20290:+	39.9	ga:28:20287..20976:+	48.2	ga:29:20994..21998:+	102.5	none		ga:31:22158..22907:+	151.2	ga:32:22904..23701:+	171.1	ga:33:23701..24915:+	137.9	ga:34:24964..25986:+	97.8	ga:35:26128..28140:+	300.6	none	
NZ_CP123493.1	56	7/7	7	ga:12:9652..10278:+	47.1	ga:13:10275..10556:+	72.9	ga:14:10575..13319:+	71.7	ga:14:10575..13319:+	115.1	ga:14:10575..13319:+	34.7	ga:15:13320..14024:+	98.8	ga:17:14310..15404:+	152.4	none		ga:19:15701..16390:+	148.2	ga:20:16390..17283:+	144.7	ga:21:17276..18409:+	165.2	ga:22:18409..19425:+	85.7	ga:23:19412..21280:+	331.8	none	
NZ_CP123494.1	52	1/7	1	ga:10:10804..11430:-	51.3	none		none		ga:8:7651..10206:-	90.8	none		ga:7:7004..7666:-	54.1	none		none		none		none		none		none		none		none	
NZ_CP123495.1	42	7/7	7	ga:24:23748..24368:-	41.0	none		none		ga:22:20606..23038:-	59.4	ga:22:20606..23038:-	38.0	ga:21:19947..20609:-	48.9	ga:20:18884..19933:-	105.2	none		ga:19:17963..18733:-	150.7	ga:18:17191..17976:-	172.3	ga:17:15988..17181:-	135.9	ga:16:14939..15988:-	101.1	ga:15:12971..14926:-	283.6	none	
NZ_CP123509.1	67	7/7	7	ga:46:43067..43537:+	96.9	ga:22:17921..18196:+	47.6	ga:23:18211..20961:+	38.3	ga:23:18211..20961:+	139.5	ga:23:18211..20961:+	61.1	ga:24:20972..21721:+	117.5	ga:26:22063..23253:+	125.1	none		ga:27:23442..24134:+	144.1	ga:28:24137..25066:+	151.1	ga:29:25063..26436:+	139.1	ga:39:36402..37910:+	210.4	ga:31:27451..29304:+	381.7	none	
NZ_CP123513.1	45	7/7	7	ga:27:23020..23628:-	54.0	ga:26:22690..23019:-	42.4	ga:25:22312..22653:-	42.0	ga:23:19938..22016:-	56.7	none		ga:21:19116..19778:-	49.4	ga:20:18106..19101:-	113.9	none		ga:19:17217..17969:-	136.8	ga:18:16435..17199:-	165.6	ga:17:15267..16448:-	131.7	ga:16:14240..15256:-	99.9	ga:13:10910..12643:-	287.1	none	
NZ_CP123530.1	60	7/7	7	ga:57:45375..45845:-	96.4	ga:19:19352..19639:-	44.8	ga:18:16568..19333:-	51.1	ga:18:16568..19333:-	139.1	ga:18:16568..19333:-	48.1	ga:17:15828..16553:-	107.9	ga:15:14459..15499:-	121.3	none		ga:13:13394..14080:-	167.8	ga:12:12483..13397:-	144.3	ga:11:11200..12486:-	140.1	ga:1:609..2123:-	211.8	ga:8:8123..9955:-	399.8	none	
NZ_CP123535.1	52	7/7	7	ga:38:27448..27882:+	42.0	ga:39:27953..28234:+	69.4	ga:40:28275..30998:+	63.5	ga:40:28275..30998:+	117.3	ga:40:28275..30998:+	36.0	ga:41:30999..31703:+	100.6	ga:43:32045..33133:+	156.3	none		ga:45:33430..34119:+	150.5	ga:46:34119..35012:+	143.6	ga:47:35005..36138:+	164.2	ga:48:36138..37154:+	85.8	ga:49:37141..39009:+	330.7	none	
NZ_CP123537.1	43	7/7	7	ga:19:16616..17224:-	54.4	ga:18:16286..16615:-	42.4	ga:17:15908..16249:-	42.0	ga:16:13534..15906:-	56.7	ga:16:13534..15906:-	44.9	ga:14:12712..13374:-	49.4	ga:13:11702..12697:-	113.9	none		ga:12:10813..11565:-	136.8	ga:11:10031..10795:-	165.6	ga:10:8863..10044:-	131.7	ga:9:7836..8852:-	99.9	ga:8:5819..7831:-	286.7	none	
NZ_CP123556.1	37	7/7	7	ga:36:31892..32500:-	54.0	ga:35:31562..31891:-	42.4	ga:34:31184..31525:-	41.5	ga:33:28810..31182:-	55.4	ga:33:28810..31182:-	47.1	ga:31:27988..28650:-	48.2	ga:30:26978..27973:-	113.9	none		ga:29:26089..26841:-	135.0	ga:28:25307..26071:-	165.6	ga:27:24139..25320:-	130.6	ga:26:23112..24128:-	101.2	ga:25:21099..23108:-	286.0	none	
NZ_CP123573.1	39	7/7	7	ga:9:5048..5656:+	54.0	ga:10:5657..5986:+	42.4	ga:11:6023..6364:+	41.5	ga:12:6366..8738:+	55.4	ga:12:6366..8738:+	47.1	ga:14:8898..9560:+	48.2	ga:15:9575..10570:+	113.9	none		ga:16:10707..11459:+	135.0	ga:17:11477..12241:+	165.6	ga:18:12228..13409:+	130.6	ga:19:13420..14436:+	101.2	ga:20:14440..16449:+	286.0	none	
NZ_CP123582.1	49	2/7	2	none		none		none		ga:28:27272..29287:-	23.5	none		none		none		none		none		none		none		none		ga:22:21696..23246:-	464.9	none	
NZ_CP123587.1	118	7/7	7	ga:5:3945..5057:+	72.9	ga:1:683..964:+	87.7	ga:2:1096..1374:+	61.6	ga:3:1364..3742:+	72.5	ga:3:1364..3742:+	50.0	ga:6:5054..5821:+	60.7	ga:8:6256..7269:+	117.9	none		ga:9:7299..7967:+	183.2	ga:10:7973..8695:+	181.6	ga:11:8698..10122:+	171.0	ga:12:10119..11102:+	120.9	ga:15:14248..16161:-	289.5	none	
NZ_CP123588.1	82	7/7	7	ga:35:28128..29300:+	74.4	ga:31:25025..25318:+	75.3	ga:32:25331..25609:+	89.7	ga:33:25599..27974:+	85.5	ga:33:25599..27974:+	46.3	ga:36:29282..30091:+	70.2	ga:43:34517..35596:+	124.0	none		ga:37:30203..30859:+	171.4	ga:38:30862..31557:+	167.9	ga:39:31554..32933:+	182.6	ga:40:32938..33924:+	104.3	ga:50:40525..42525:-	287.0	none	
NZ_CP123590.1	60	7/7	7	ga:24:15797..16441:+	46.4	ga:25:16425..16715:+	73.1	ga:26:16740..19493:+	47.0	ga:26:16740..19493:+	142.4	ga:26:16740..19493:+	73.3	ga:27:19503..20273:+	60.1	ga:29:20552..21607:+	133.2	none		ga:30:21802..22530:+	119.4	ga:31:22536..23465:+	138.8	ga:32:23462..24676:+	128.3	ga:34:24872..25906:+	65.7	ga:35:25909..27744:+	495.9	none	
NZ_CP123737.1	53	2/7	2	none		none		none		ga:34:28602..30620:+	23.6	none		none		none		none		none		none		none		none		ga:40:34645..36189:+	462.7	none	
NZ_CP123762.1	99	2/7	2	none		none		none		ga:44:43572..45590:-	24.1	none		none		none		none		none		none		none		none		ga:38:38017..39546:-	461.4	none	
NZ_CP123763.1	69	2/7	2	none		none		none		ga:42:33285..35300:+	23.6	none		none		none		none		none		none		none		none		ga:3:1362..2915:+	464.3	none	
NZ_CP123772.1	73	7/7	7	ga:35:31362..32219:-	44.3	ga:3:3549..3989:+	68.0	ga:4:3986..4270:+	51.9	ga:5:4278..6764:+	81.1	ga:5:4278..6764:+	119.8	none		ga:8:7700..8980:+	112.9	none		ga:9:9035..9721:+	149.8	ga:10:9733..10698:+	144.6	ga:12:11147..12463:+	214.7	ga:2:2571..3542:+	135.7	ga:37:32767..34629:-	352.5	none	
NZ_CP123840.1	639	7/7	7	none		ga:424:418160..418459:+	87.3	ga:425:418462..418803:+	106.1	ga:426:418796..421177:+	172.6	ga:426:418796..421177:+	108.0	ga:427:421177..421875:+	209.3	ga:429:422110..423045:+	163.9	none		ga:431:423351..424022:+	220.9	ga:432:424019..424873:+	182.7	ga:433:424888..426060:+	184.4	ga:434:426069..427079:+	97.9	ga:385:381259..383178:-	328.6	none	
NZ_CP123841.1	119	7/7	7	none		ga:116:124481..124885:-	78.1	ga:115:124189..124488:-	62.2	ga:114:121717..124185:-	185.4	ga:114:121717..124185:-	132.2	none		ga:111:119528..120718:-	111.1	none		ga:110:118833..119510:-	121.0	ga:109:117964..118815:-	188.0	ga:107:116154..117476:-	228.9	ga:117:124875..125846:-	131.9	ga:57:65139..67112:-	554.7	none	
NZ_CP123842.1	213	7/7	7	ga:43:44430..45149:+	59.9	ga:207:202179..202583:-	73.6	ga:45:45529..45855:+	72.2	ga:46:45855..48224:+	226.5	ga:205:199414..201876:-	129.7	none		ga:202:197225..198415:-	108.5	none		ga:49:50013..50786:+	175.3	ga:200:195677..196531:-	183.1	ga:162:150575..151882:-	227.8	ga:208:202573..203544:-	130.5	ga:95:86747..88690:-	543.3	none	
NZ_CP123845.1	475	7/7	7	none		ga:231:229675..229974:+	87.8	ga:232:229977..230318:+	105.3	ga:233:230311..232692:+	172.7	ga:233:230311..232692:+	107.6	ga:234:232692..233390:+	210.2	ga:236:233625..234560:+	163.8	none		ga:238:234866..235537:+	220.9	ga:239:235534..236388:+	185.3	ga:240:236403..237575:+	185.6	ga:241:237584..238594:+	100.3	ga:180:182018..183937:-	326.6	none	
NZ_CP123846.1	169	7/7	7	ga:96:93688..94425:+	75.2	ga:166:175220..175621:-	74.9	ga:98:94790..95116:+	73.6	ga:99:95116..97485:+	240.3	ga:164:172449..174917:-	122.7	none		ga:161:170263..171459:-	110.2	none		ga:103:99342..100055:+	176.9	ga:159:168714..169580:-	191.3	ga:157:166912..168225:-	225.2	ga:167:175611..176582:-	133.5	ga:57:50844..52793:-	546.2	none	
NZ_CP123849.1	600	7/7	7	none		ga:329:324856..325155:+	87.3	ga:330:325158..325499:+	105.9	ga:331:325492..327873:+	172.6	ga:331:325492..327873:+	106.7	ga:332:327873..328571:+	209.3	ga:334:328806..329741:+	162.9	none		ga:336:330047..330718:+	220.9	ga:337:330715..331569:+	185.3	ga:338:331584..332756:+	182.2	ga:339:332765..333775:+	98.5	ga:262:257492..259411:-	323.0	none	
NZ_CP123850.1	214	7/7	7	ga:31:29335..30426:-	90.5	ga:140:135460..135795:+	79.2	ga:33:32886..33185:-	78.3	ga:32:30423..32882:-	123.7	ga:142:136066..138564:+	142.9	ga:30:28622..29320:-	40.6	ga:145:139607..140896:+	183.8	none		ga:146:140893..141579:+	230.5	ga:147:141576..142634:+	238.6	ga:148:142638..143861:+	213.7	ga:25:23611..24633:-	134.3	ga:137:131918..133912:+	332.9	none	
NZ_CP123851.1	170	7/7	7	ga:96:93688..94425:+	75.2	ga:167:175219..175620:-	74.9	ga:98:94790..95116:+	73.6	ga:99:95116..97485:+	240.3	ga:165:172448..174916:-	122.7	none		ga:162:170262..171458:-	110.2	none		ga:103:99342..100055:+	176.9	ga:160:168713..169579:-	191.3	ga:157:166912..168225:-	225.2	ga:168:175610..176581:-	133.5	ga:57:50844..52793:-	546.2	none	
NZ_CP123862.1	74	2/7	2	none		none		none		ga:7:5075..8134:+	24.4	none		none		none		none		none		none		none		none		ga:17:15562..17547:+	51.0	none	
NZ_CP123913.1	45	7/7	7	ga:20:15669..16379:+	101.0	ga:21:16390..16683:+	41.2	none		ga:22:16695..19406:+	78.0	ga:22:16695..19406:+	57.1	ga:23:19403..20044:+	71.2	ga:10:6749..7834:+	71.0	none		ga:11:7834..8622:+	74.6	ga:12:8637..9374:+	149.0	ga:13:9376..10755:+	180.8	ga:14:10771..11808:+	92.0	ga:18:13888..15405:+	35.6	none	
NZ_CP123919.1	57	7/7	7	ga:30:23783..24493:+	101.0	ga:31:24504..24797:+	41.2	none		ga:32:24809..27520:+	78.0	ga:32:24809..27520:+	57.1	ga:33:27517..28158:+	71.2	ga:20:14863..15948:+	71.0	none		ga:21:15948..16736:+	74.6	ga:22:16751..17488:+	149.0	ga:23:17490..18869:+	180.8	ga:24:18885..19922:+	92.0	ga:28:22002..23519:+	35.6	none	
NZ_CP123975.1	145	7/7	7	ga:67:70488..71654:-	77.6	ga:71:74533..74823:-	72.5	ga:70:74245..74523:-	79.8	ga:69:71871..74255:-	90.9	ga:69:71871..74255:-	35.4	ga:66:69694..70491:-	61.5	ga:60:64516..65541:-	127.2	none		ga:65:69032..69697:-	139.3	ga:64:68334..69035:-	162.8	ga:63:67012..68337:-	172.4	ga:62:65976..67010:-	104.4	ga:55:57987..59942:+	277.4	none	
NZ_CP124124.1	82	7/7	7	ga:49:41617..42351:+	32.5	none		ga:52:42994..43311:+	63.3	ga:53:43311..45911:+	111.8	ga:53:43311..45911:+	76.8	ga:54:45929..46642:+	97.1	ga:56:46893..47933:+	153.6	none		ga:57:48152..48850:+	131.9	ga:58:48861..49745:+	159.0	ga:59:49745..50905:+	154.9	ga:60:50947..51942:+	81.2	ga:12:15329..16858:-	38.5	none	
NZ_CP124389.1	49	7/7	7	ga:4:2773..3420:+	45.5	ga:5:3398..3694:+	76.6	ga:6:3713..6466:+	46.6	ga:6:3713..6466:+	147.9	ga:6:3713..6466:+	75.3	ga:7:6477..7235:+	67.5	ga:9:7473..8606:+	109.2	none		ga:10:8851..9564:+	120.0	ga:11:9569..10498:+	133.7	ga:12:10495..11700:+	130.4	ga:13:11702..12733:+	76.3	ga:14:12736..14571:+	486.3	none	
NZ_CP124396.1	48	7/7	7	ga:9:5076..5810:+	32.4	ga:11:6110..6403:+	28.1	ga:12:6453..6770:+	63.9	ga:13:6770..9370:+	114.5	ga:13:6770..9370:+	76.4	ga:14:9388..10101:+	105.1	ga:16:10352..11392:+	142.6	none		ga:17:11611..12309:+	131.9	ga:18:12320..13204:+	159.7	ga:19:13204..14364:+	156.3	ga:20:14406..15401:+	81.3	ga:24:19970..21499:-	38.5	none	
NZ_CP124426.1	56	7/7	7	ga:22:19396..20130:-	32.6	none		ga:19:18436..18753:-	64.4	ga:18:15836..18436:-	112.1	ga:18:15836..18436:-	76.2	ga:17:15105..15818:-	105.5	ga:15:13814..14854:-	142.6	none		ga:14:12897..13595:-	131.9	ga:13:12002..12886:-	160.1	ga:12:10842..12002:-	156.7	ga:11:9804..10799:-	80.7	ga:7:3700..5229:+	42.5	none	
NZ_CP124532.1	50	7/7	7	ga:47:33577..34167:+	64.3	ga:3:2432..2746:+	76.4	none		ga:5:3082..5652:+	33.8	ga:5:3082..5652:+	109.0	none		ga:7:6808..8286:+	90.3	none		ga:8:8293..9003:+	124.1	ga:9:9030..10022:+	166.2	ga:10:10038..11390:+	214.4	ga:2:1205..2218:+	117.4	ga:0:49..720:+	62.2	none	
