accession	mpf_class_call	entry_criterion	n_cds	n_fa_fata_profiles	n_FA	n_FATA	fa_subclass	profile_support	FA_profiles	FATA_profiles	virb4	tcpA	t4cp1	t4cp2	MOBB	MOBC	MOBF	MOBH	MOBP1	MOBP2	MOBP3	MOBQ	MOBT	MOBV	virb4_bit	relaxase_profiles	exclusion_family_hit	slot_status
NZ_CP135064.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	44	12	0	12	FATA	high		FATA_cd411;FATA_cd419_1;FATA_cd419a;FATA_cd419b;FATA_gbs1354;FATA_gbs1369;FATA_prgF;FATA_prgHa;FATA_prgHb;FATA_prgIa;FATA_prgIb;FATA_prgIc	15:19845..22274:-	none	20:24080..25672:-	20:24080..25672:-	none	none	none	none	none	none	none	none	none	none	300.4			no_slot_defined
NZ_CP135200.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	109	6	1	5	FATA	high	FA_orf14	FATA_cd419a;FATA_trsC;FATA_trsD;FATA_trsG;FATA_trsL	97:59834..61720:+	none	1:2379..4904:+	1:2379..4904:+	none	none	none	none	none	none	none	68:41526..43775:-	none	none	236.6	MOBQ		no_slot_defined
NZ_CP135592.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	72	2	0	2	FATA	minimal		FATA_gbs1354;FATA_prgC	32:32534..34507:-	none	none	63:56917..59736:-	none	none	none	none	none	none	none	none	none	none	114.7			no_slot_defined
NZ_CP136122.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	81	2	0	2	FATA	minimal		FATA_cd419a;FATA_trsG	79:64121..66049:-	none	1:2090..4549:-	1:2090..4549:-	none	none	none	none	71:58462..59706:-	71:58462..59706:-	none	none	none	none	195.8	MOBP1;MOBP2		no_slot_defined
NZ_CP136123.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	64	2	0	2	FATA	minimal		FATA_cd419a;FATA_trsG	23:15392..17320:+	none	19:9986..12442:+	19:9986..12442:+	none	none	none	none	31:21728..22435:+	31:21728..22435:+	none	none	none	none	194.3	MOBP1;MOBP2		no_slot_defined
NZ_CP136342.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	79	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	48:37934..40324:-	none	39:29906..31735:-	39:29906..31735:-	none	none	none	none	35:25104..26789:-	none	none	none	none	none	292.5	MOBP1		no_slot_defined
NZ_CP136343.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	71	6	3	3	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgB;FATA_prgC;FATA_trsG	26:23828..26320:+	none	29:29031..31289:+	29:29031..31289:+	none	30:31868..32596:+	none	none	none	none	none	none	none	none	90.4	MOBC		no_slot_defined
NZ_CP136347.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	79	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	49:37935..40325:-	none	39:29907..31241:-	39:29907..31241:-	none	none	none	none	35:25104..26789:-	none	none	none	none	none	292.5	MOBP1		no_slot_defined
NZ_CP136348.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	70	6	3	3	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgB;FATA_prgC;FATA_trsG	26:23828..26320:+	none	29:29031..31289:+	29:29031..31289:+	none	30:31868..32596:+	none	none	none	none	none	none	none	none	90.4	MOBC		no_slot_defined
NZ_CP136352.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	47	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	37:34695..37085:-	none	28:26667..28496:-	28:26667..28496:-	none	none	none	none	24:21864..23549:-	none	none	none	none	none	291.9	MOBP1		no_slot_defined
NZ_CP136354.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	64	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	50:47878..50268:-	none	44:41304..43133:-	44:41304..43133:-	none	none	none	none	40:36501..38186:-	none	none	none	none	none	291.5	MOBP1		no_slot_defined
NZ_CP136359.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	77	2	1	1	unassigned	minimal	FA_orf14	FATA_prgB	47:43312..45867:+	none	44:38272..40803:+	44:38272..40803:+	none	none	none	none	57:51640..53700:+	57:51640..53700:+	none	none	none	none	147.6	MOBP1;MOBP2		no_slot_defined
NZ_CP136371.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	110	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	25:26418..28103:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
NZ_CP136373.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	522	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	198:249955..252054:-	488:503831..504997:+	238:291385..292896:+	240:295499..297430:+	none	none	none	none	none	none	none	none	none	none	326.0			no_slot_defined
NZ_CP136374.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	218	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	88:84799..86898:+	none	37:37236..38747:-	35:32648..34699:-	none	none	none	none	none	none	none	none	none	none	326.0			no_slot_defined
NZ_CP136375.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	187	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgC	5:6523..8460:+	58:62187..63353:+	0:1..2571:+	0:1..2571:+	none	none	none	none	11:11883..13076:+	11:11883..13076:+	none	none	none	none	331.0	MOBP1;MOBP2		no_slot_defined
NZ_CP136383.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	149	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgC	90:88486..90423:-	122:124072..125253:+	95:94651..97233:-	95:94651..97233:-	none	123:125192..125806:+	none	none	85:84124..85317:-	85:84124..85317:-	none	none	none	none	335.8	MOBC;MOBP1;MOBP2		no_slot_defined
NZ_CP136404.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	110	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	25:26418..28103:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
NZ_CP136525.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	39	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	13:12505..14517:+	none	19:19993..21633:+	19:19993..21633:+	none	none	none	none	none	none	none	33:33233..34144:-	none	none	317.4	MOBQ		no_slot_defined
NZ_CP136529.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	39	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	13:12505..14517:+	none	19:19993..21633:+	19:19993..21633:+	none	none	none	none	none	none	none	33:33233..34144:-	none	none	317.4	MOBQ		no_slot_defined
NZ_CP136644.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	57	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	46:30719..32614:-	none	50:36130..38409:-	50:36130..38409:-	none	none	none	none	39:26045..27253:-	39:26045..27253:-	none	none	none	none	233.4	MOBP1;MOBP2		no_slot_defined
NZ_CP136944.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	38	7	1	6	FATA	high	FA_orf14	FATA_prgC;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsL	25:20580..22541:+	none	30:26031..27686:+	30:26031..27686:+	none	none	none	none	21:17126..19165:+	none	none	21:17126..19165:+	none	none	260.7	MOBP1;MOBQ		no_slot_defined
NZ_CP137467.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	163	5	4	1	FA	high	FA_orf13;FA_orf14;FA_orf19;FA_orf23	FATA_cd419a	21:20381..22405:+	83:83055..84440:-	15:13625..16237:+	15:13625..16237:+	none	none	none	none	28:26643..28238:+	28:26643..28238:+	none	none	82:81673..82896:-	none	262.2	MOBP1;MOBP2;MOBT		no_slot_defined
NZ_CP137473.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	234	7	6	1	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419a	176:180013..182037:-	144:149505..150890:-	184:188072..190684:-	184:188072..190684:-	none	none	none	none	169:174180..175775:-	169:174180..175775:-	none	none	143:148122..149327:-	133:134533..135795:-	262.2	MOBP1;MOBP2;MOBT;MOBV		no_slot_defined
NZ_CP137560.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	301	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgC	165:167067..169979:-	none	none	none	none	none	none	none	156:158741..159964:-	none	none	none	none	143:144699..146135:-	331.0	MOBP1;MOBV		no_slot_defined
NZ_CP137637.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	112	5	4	1	FA	high	FA_orf13;FA_orf15;FA_orf17a;FA_orf19	FATA_cd419a	63:65435..67990:+	38:35023..37308:+	63:65435..67990:+	57:59911..62502:+	none	none	none	none	none	none	none	none	none	none	128.0			no_slot_defined
NZ_CP137769.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	439	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	53:50318..52417:-	none	98:97187..100276:+	98:97187..100276:+	none	357:405404..405874:+	none	none	none	none	none	none	none	none	322.8	MOBC		no_slot_defined
NZ_CP138310.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	74	6	0	6	FATA	high		FATA_prgF;FATA_prgHb;FATA_prgIa;FATA_prgIb;FATA_prgIc;FATA_trsG	11:9748..12135:-	none	17:14469..16304:-	17:14469..16304:-	none	none	none	none	2:1843..3360:-	none	none	none	none	none	312.3	MOBP1		no_slot_defined
NZ_CP138567.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	37	8	1	7	FATA	high	FA_orf13	FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	6:3890..5902:+	none	12:11378..13024:+	12:11378..13024:+	none	none	none	none	none	none	none	31:29907..31904:-	none	none	318.2	MOBQ		no_slot_defined
NZ_CP138643.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	107	5	3	2	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgB;FATA_prgC	30:28178..30742:-	none	none	27:23215..25473:-	none	26:21908..22693:-	none	none	none	none	none	none	none	none	88.0	MOBC		no_slot_defined
NZ_CP138644.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	52	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	39:35733..38123:-	none	29:24900..26729:-	29:24900..26729:-	none	none	none	none	25:20098..21783:-	none	none	none	none	none	289.4	MOBP1		no_slot_defined
NZ_CP138650.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	91	3	1	2	FATA	medium	FA_orf14	FATA_prgC;FATA_trsG	32:26014..27960:+	none	28:20852..23212:+	28:20852..23212:+	none	none	none	none	38:31512..32756:+	38:31512..32756:+	none	none	none	none	179.2	MOBP1;MOBP2		no_slot_defined
NZ_CP138651.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	71	2	1	1	unassigned	minimal	FA_orf14	FATA_prgC	11:11940..14495:+	none	6:4945..7476:+	6:4945..7476:+	none	none	none	none	20:20268..22328:+	20:20268..22328:+	none	none	none	none	147.2	MOBP1;MOBP2		no_slot_defined
NZ_CP138654.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	60	7	4	3	unassigned	high	FA_orf13;FA_orf15;FA_orf17a;FA_orf17b	FATA_prgB;FATA_prgC;FATA_trsG	37:30806..33298:-	none	34:25787..28036:-	34:25787..28036:-	none	32:24135..24917:-	none	none	none	none	none	none	none	none	104.6	MOBC		no_slot_defined
NZ_CP138656.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	94	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	26:26363..28048:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
NZ_CP138657.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	91	5	3	2	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgB;FATA_prgC	25:25506..28070:+	none	none	28:30775..33033:+	none	29:33555..34340:+	none	none	none	none	none	none	none	none	90.2	MOBC		no_slot_defined
NZ_CP138659.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	93	5	3	2	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgC;FATA_trsG	20:16201..18732:+	none	none	23:21434..23692:+	none	24:24272..25000:+	none	none	none	none	none	none	none	66:62861..63664:+	91.2	MOBC;MOBV		no_slot_defined
NZ_CP139201.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	56	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	0:1..2526:+	51:43780..45369:+	none	none	none	none	none	none	none	none	none	none	none	none	84.6			no_slot_defined
NZ_CP139215.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	524	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgC	398:468888..470987:-	none	452:519462..520973:+	454:523576..525438:+	none	none	none	none	none	none	none	none	none	none	326.3			no_slot_defined
NZ_CP139485.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	99	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	37:29588..31519:+	none	30:21914..24550:+	30:21914..24550:+	none	none	none	none	45:37097..38653:+	45:37097..38653:+	none	none	none	none	331.4	MOBP1;MOBP2		no_slot_defined
NZ_CP140124.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	89	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	15:11909..13804:+	none	11:5709..8069:+	11:5709..8069:+	none	none	none	none	21:17557..18789:+	21:17557..18789:+	none	none	none	none	257.2	MOBP1;MOBP2		no_slot_defined
NZ_CP140272.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	60	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	58:58108..60042:-	24:21578..22711:-	4:4139..6694:-	4:4139..6694:-	none	none	none	none	53:53789..54985:-	53:53789..54985:-	none	none	none	none	298.5	MOBP1;MOBP2		no_slot_defined
NZ_CP141097.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	68	6	3	3	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgB;FATA_prgC;FATA_trsG	50:43604..46096:-	none	none	47:38633..40606:-	none	46:37319..38104:-	none	none	none	none	none	none	none	none	89.8	MOBC		no_slot_defined
NZ_CP141708.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	103	6	0	6	FATA	high		FATA_prgC;FATA_prgHa;FATA_prgHb;FATA_prgK;FATA_prgL;FATA_trsG	93:81551..83818:-	none	97:85394..87193:-	97:85394..87193:-	none	none	none	none	81:61925..63460:-	none	none	none	none	none	251.9	MOBP1		no_slot_defined
NZ_CP141711.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	54	3	0	3	FATA	medium		FATA_cd411;FATA_prgHb;FATA_prgIc	34:29690..32065:-	none	38:33589..35358:-	38:33589..35358:-	none	none	none	none	22:16373..17905:-	none	none	none	none	none	307.0	MOBP1		no_slot_defined
NZ_CP141715.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	57	3	0	3	FATA	medium		FATA_cd411;FATA_prgHb;FATA_prgIc	1:582..1268:+	none	53:42246..44015:+	53:42246..44015:+	none	none	none	none	15:13567..15099:+	none	none	none	none	none	91.3	MOBP1		no_slot_defined
NZ_CP141722.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	65	6	0	6	FATA	high		FATA_prgC;FATA_prgHa;FATA_prgHb;FATA_prgK;FATA_prgL;FATA_trsG	64:64756..67020:+	none	60:61334..63133:+	60:61334..63133:+	none	none	none	none	10:14664..16196:+	none	none	none	none	20:25281..26543:+	253.4	MOBP1;MOBV		no_slot_defined
NZ_CP141724.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	90	6	0	6	FATA	high		FATA_prgC;FATA_prgHa;FATA_prgHb;FATA_prgK;FATA_prgL;FATA_trsG	30:36493..38757:-	none	34:40381..42180:-	34:40381..42180:-	none	none	none	none	19:17265..18797:-	none	none	none	none	85:88378..89640:+	250.0	MOBP1;MOBV		no_slot_defined
NZ_CP141726.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	65	6	0	6	FATA	high		FATA_prgC;FATA_prgHa;FATA_prgHb;FATA_prgK;FATA_prgL;FATA_trsG	54:49801..52065:+	none	50:46379..48178:+	50:46379..48178:+	none	none	none	none	none	none	none	none	none	24:21369..22631:-	253.4	MOBV		no_slot_defined
NZ_CP141999.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	21	2	1	1	unassigned	minimal	FA_orf13	FATA_cd419a	15:14129..16675:+	none	none	none	none	none	none	none	none	none	none	none	none	none	91.7			no_slot_defined
NZ_CP142671.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	409	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	152:152192..154279:+	none	107:103257..106778:-	107:103257..106778:-	none	none	none	none	none	none	none	none	none	none	324.6			no_slot_defined
NZ_CP142813.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	55	5	3	2	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgB;FATA_prgC	26:26159..28690:+	none	none	29:31392..33650:+	none	30:34230..34958:+	none	none	none	none	none	none	none	none	89.2	MOBC		no_slot_defined
NZ_CP142817.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	110	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	25:26418..28103:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
NZ_CP142819.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	110	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	25:26418..28103:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
NZ_CP142822.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	110	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	25:26418..28103:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
NZ_CP142825.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	110	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	25:26418..28103:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
NZ_CP142828.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	110	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	25:26418..28103:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
NZ_CP142830.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	110	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	25:26418..28103:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
NZ_CP142832.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	110	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	25:26418..28103:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
NZ_CP142834.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	99	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	25:26418..28103:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
NZ_CP142856.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	43	6	0	6	FATA	high		FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	12:6781..8793:+	none	18:14269..15915:+	18:14269..15915:+	none	none	none	none	none	none	none	42:37325..39322:-	none	none	320.4	MOBQ		no_slot_defined
NZ_CP143085.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	78	2	0	2	FATA	minimal		FATA_cd419a;FATA_trsG	22:15334..17262:+	none	18:9931..12378:+	18:9931..12378:+	none	none	none	none	30:21660..22904:+	30:21660..22904:+	none	none	none	none	192.5	MOBP1;MOBP2		no_slot_defined
NZ_CP143279.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	58	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	41:32605..35127:+	35:28757..30346:+	none	none	none	none	none	none	none	none	none	none	none	none	88.6			no_slot_defined
NZ_CP143439.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	61	4	4	0	FA	medium	FA_orf13;FA_orf15;FA_orf17b;FA_orf23		32:23010..25532:+	20:15727..16785:+	none	none	none	55:43529..43978:+	none	none	none	none	none	none	22:17506..18690:+	none	108.1	MOBC;MOBT		no_slot_defined
NZ_CP143494.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	59	6	0	6	FATA	high		FATA_cd411;FATA_prgHa;FATA_prgHb;FATA_prgIa;FATA_prgIb;FATA_prgIc	12:13186..15537:-	none	16:17398..19188:-	16:17398..19188:-	none	none	none	none	18:20332..21816:-	none	none	none	none	none	353.9	MOBP1		no_slot_defined
NZ_CP143495.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	53	2	1	1	unassigned	minimal	FA_orf17a	FATA_cd419a	17:9288..11813:+	11:5321..6925:+	none	none	none	none	none	none	none	none	none	none	none	none	67.1			no_slot_defined
NZ_CP143537.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	60	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	47:41452..43974:-	53:46233..47831:-	none	none	none	none	none	none	none	none	none	none	none	none	88.6			no_slot_defined
NZ_CP143538.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	57	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	44:37008..39530:-	50:41788..43386:-	none	none	none	14:10859..11389:-	none	none	none	none	none	none	none	none	82.6	MOBC		no_slot_defined
NZ_CP143580.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	763	11	2	9	FATA	high	FA_orf17a;FA_orf19	FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL;FATA_trsG	215:209663..212053:-	none	208:200290..202113:-	208:200290..202113:-	none	342:342189..342629:-	none	58:63682..64626:-	201:194854..196539:-	none	none	none	none	none	293.4	MOBC;MOBH;MOBP1		no_slot_defined
NZ_CP143581.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	68	3	1	2	FATA	medium	FA_orf14	FATA_prgB;FATA_prgC	35:32349..34904:-	none	39:38177..40747:-	39:38177..40747:-	none	none	none	none	25:24517..26577:-	25:24517..26577:-	none	none	none	none	147.5	MOBP1;MOBP2		no_slot_defined
NZ_CP143585.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	97	4	3	1	FA	medium	FA_orf13;FA_orf15;FA_orf17b	FATA_cd419a	55:48742..51273:-	none	none	52:43784..46042:-	none	51:42476..43204:-	none	none	none	none	none	none	none	14:14345..16105:+	91.2	MOBC;MOBV		no_slot_defined
NZ_CP143586.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	62	3	1	2	FATA	medium	FA_orf14	FATA_prgB;FATA_prgC	25:26724..29279:+	none	21:20881..23451:+	21:20881..23451:+	none	none	none	none	34:35051..37111:+	34:35051..37111:+	none	none	none	none	146.6	MOBP1;MOBP2		no_slot_defined
