accession	mpf_class	slot_anchor	slot_occupant_family	slot_occupant_coords	slot_occupant_aa	slot_family_bit	slot_status
NZ_LT605060.1	MPF_I	traY		83092..83451	119		candidate
NZ_LT795504.1	MPF_I	traY	ExcA	77300..77950	216	276.8	eex_occupied
NZ_LT838199.1	MPF_I	traY	ExcA	25564..26226	220	296.0	eex_occupied
NZ_LT838202.1	MPF_I	traY		53641..54294	217		candidate
NZ_LT838204.1	MPF_I	traY	ExcA	25564..26226	220	296.0	eex_occupied
NZ_LT900339.1	MPF_I	traY		103120..103443	107		candidate
NZ_LT963394.1	MPF_I	traY		2433..2678	81		candidate
NZ_LT963396.1	MPF_I	traY		15611..16108	165		candidate
NZ_LT963398.1	MPF_I	traY		31027..31272	81		candidate
NZ_LT963404.1	MPF_I	traY		79195..79440	81		candidate
NZ_LT963411.1	MPF_I	traY		83200..83445	81		candidate
NZ_LT963412.1	MPF_I	traY	ExcA	16118..16777	219	257.9	eex_occupied
NZ_LT985195.1	MPF_I	traY	ExcA	18535..19194	219	257.9	eex_occupied
NZ_LT985212.1	MPF_I	traY		13961..14206	81		candidate
NZ_LT985231.1	MPF_I	traY	ExcA	71287..71949	220	295.5	eex_occupied
NZ_LT985235.1	MPF_I	traY	ExcA	62183..62833	216	276.8	eex_occupied
NZ_LT985236.1	MPF_I	traY	ExcA	45760..46410	216	276.8	eex_occupied
NZ_LT985238.1	MPF_I	traY	ExcA	45765..46247	160	216.5	eex_occupied
NZ_LT985241.1	MPF_I	traY		80115..80768	217		candidate
NZ_LT985248.1	MPF_I	traY	ExcA	37596..38210	204	232.7	eex_occupied
NZ_LT985256.1	MPF_I	traY		37775..37975	66		candidate
NZ_LT985264.1	MPF_I	traY		78214..78867	217		candidate
NZ_LT985268.1	MPF_I	traY	ExcA	74367..75029	220	296.8	eex_occupied
NZ_LT985270.1	MPF_I	traY	ExcA	59705..60358	217	283.0	eex_occupied
NZ_LT985273.1	MPF_I	traY	ExcA	62183..62833	216	276.8	eex_occupied
NZ_LT985278.1	MPF_I	traY	ExcA	65557..66210	217	283.0	eex_occupied
NZ_LT985279.1	MPF_I	traY		54453..55106	217		candidate
NZ_LT985280.1	MPF_I	traY	ExcA	61127..61777	216	276.8	eex_occupied
NZ_LT985281.1	MPF_I	traY	ExcA	47890..48540	216	276.8	eex_occupied
NZ_LT985283.1	MPF_I	traY	ExcA	48515..49165	216	275.8	eex_occupied
NZ_LT985286.1	MPF_I	traY	ExcA	62181..62663	160	216.5	eex_occupied
NZ_LT985288.1	MPF_I	traY	ExcA	49378..50028	216	276.8	eex_occupied
NZ_LT985295.1	MPF_I	traY	ExcA	48217..48831	204	232.7	eex_occupied
NZ_LT985300.1	MPF_I	traY	ExcA	40729..41205	158	209.3	eex_occupied
NZ_LT985320.1	MPF_I	traY	ExcA	30403..31056	217	278.4	eex_occupied
NZ_LT985321.1	MPF_I	traY	ExcA	75760..76422	220	289.5	eex_occupied
NZ_LT985387.1	MPF_I	traY		57666..58319	217		candidate
NZ_LT994833.1	MPF_I	traY		39939..40592	217		candidate
NZ_LT994838.1	MPF_I	traY		41001..41654	217		candidate
NZ_MF078004.1	MPF_I	traY	ExcA	51443..52105	220	289.1	eex_occupied
NZ_MF133496.1	MPF_I	traY	ExcA	72517..73140	207	113.5	eex_occupied
NZ_MF152729.1	MPF_I	traY	ExcA	63461..63721	86	127.2	eex_occupied
NZ_MF156266.1	MPF_I	traY		72206..72859	217		candidate
NZ_MF156268.1	MPF_I	traY	ExcA	48075..48728	217	283.0	eex_occupied
NZ_MF190368.1	MPF_I	traY	ExcA	58257..58880	207	113.5	eex_occupied
NZ_MF344575.1	MPF_I	traY	ExcA	90213..90875	220	289.9	eex_occupied
NZ_MF344576.1	MPF_I	traY	ExcA	65608..66258	216	256.3	eex_occupied
NZ_MF344577.1	MPF_I	traY	ExcA	40591..41253	220	290.2	eex_occupied
NZ_MF399199.1	MPF_I	traY		10434..10793	119		candidate
NZ_MG196294.1	MPF_I	traY	ExcA	74375..75022	215	268.0	eex_occupied
NZ_MG271839.1	MPF_I	traY	ExcA	59536..60183	215	268.0	eex_occupied
NZ_MG288684.1	MPF_I	traY	ExcA	68622..69245	207	113.5	eex_occupied
NZ_MG299128.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299130.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299131.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299133.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299135.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299137.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299139.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299141.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299143.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299145.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299147.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299149.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299151.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG299153.1	MPF_I	traY	ExcA	64661..65161	166	232.5	eex_occupied
NZ_MG516907.1	MPF_I	traY		50610..51263	217		candidate
NZ_MG516908.1	MPF_I	traY	ExcA	69428..70042	204	233.6	eex_occupied
NZ_MG545909.1	MPF_I	traY	ExcA	74803..75450	215	268.0	eex_occupied
NZ_MG545910.1	MPF_I	traY	ExcA	77287..77949	220	289.9	eex_occupied
NZ_MG569891.1	MPF_I	traY	ExcA	50597..51247	216	275.6	eex_occupied
NZ_MG601057.1	MPF_I	traY	ExcA	72070..72717	215	268.0	eex_occupied
NZ_MG764547.1	MPF_I	traY	ExcA	68502..69164	220	289.9	eex_occupied
NZ_MG825371.1	MPF_I	traY	ExcA	47586..48230	214	270.2	eex_occupied
NZ_MG825375.1	MPF_I	traY	ExcA	69715..70362	215	268.0	eex_occupied
NZ_MG825376.1	MPF_I	traY	ExcA	54733..55395	220	289.5	eex_occupied
NZ_MG825377.1	MPF_I	traY		57312..58262	316		candidate
NZ_MG838206.1	MPF_I	traY	ExcA	71965..72612	215	268.0	eex_occupied
NZ_MG844436.1	MPF_I	traY	ExcA	46555..47205	216	276.8	eex_occupied
NZ_MG904995.1	MPF_I	traY	ExcA	80856..81518	220	289.5	eex_occupied
NZ_MG948330.1	MPF_I	traY	ExcA	47021..47683	220	289.9	eex_occupied
NZ_MG948331.1	MPF_I	traY	ExcA	47004..47666	220	289.9	eex_occupied
NZ_MG948332.1	MPF_I	traY	ExcA	47031..47693	220	289.9	eex_occupied
NZ_MG948333.1	MPF_I	traY	ExcA	43957..44571	204	233.6	eex_occupied
NZ_MG948334.1	MPF_I	traY	ExcA	63560..64210	216	276.8	eex_occupied
NZ_MH061177.1	MPF_I	traY		73147..73644	165		candidate
NZ_MH220285.1	MPF_I	traY		98701..99210	169		candidate
NZ_MH220286.1	MPF_I	traY		70503..71012	169		candidate
NZ_MH220287.1	MPF_I	traY		105938..106447	169		candidate
NZ_MH257955.1	MPF_I	traY	ExcA	66748..67410	220	296.3	eex_occupied
NZ_MH287044.1	MPF_I	traY	ExcA	58396..59046	216	256.3	eex_occupied
NZ_MH341574.1	MPF_I	traY	ExcA	8068..8691	207	113.5	eex_occupied
NZ_MH422553.1	MPF_I	traY	ExcA	49650..50300	216	276.8	eex_occupied
NZ_MH430883.1	MPF_I	traY	ExcA	25570..26232	220	296.3	eex_occupied
NZ_MH472638.1	MPF_I	traY	ExcA	58151..58813	220	289.5	eex_occupied
NZ_MH579767.1	MPF_I	traY	ExcA	36685..37347	220	289.9	eex_occupied
NZ_MH618673.1	MPF_I	traY	ExcA	54453..55103	216	256.3	eex_occupied
NZ_MH643790.1	MPF_I	traY	ExcA	78330..78953	207	113.5	eex_occupied
NZ_MH643791.1	MPF_I	traY	ExcA	10844..11467	207	113.5	eex_occupied
NZ_MH674341.1	MPF_I	traY	ExcA	61656..62270	204	233.6	eex_occupied
NZ_MH722216.1	MPF_I	traY		78206..78859	217		candidate
NZ_MH722217.1	MPF_I	traY		89971..90624	217		candidate
NZ_MH722218.1	MPF_I	traY		89971..90624	217		candidate
NZ_MH722219.1	MPF_I	traY		87412..88065	217		candidate
NZ_MH847038.1	MPF_I	traY	ExcA	75790..76440	216	276.8	eex_occupied
NZ_MH847571.1	MPF_I	traY	ExcA	2929..3579	216	276.8	eex_occupied
NZ_MH884650.1	MPF_I	traY	ExcA	24715..25365	216	276.8	eex_occupied
NZ_MH884651.1	MPF_I	traY	ExcA	24715..25365	216	276.8	eex_occupied
NZ_MH884653.1	MPF_I	traY	ExcA	182836..183498	220	289.9	eex_occupied
NZ_MH884654.1	MPF_I	traY	ExcA	45076..45738	220	289.9	eex_occupied
NZ_MH909330.1	MPF_I	traY	ExcA	71662..72294	210	157.4	eex_occupied
NZ_MK070495.1	MPF_I	traY	ExcA	47177..47827	216	276.8	eex_occupied
NZ_MK088079.1	MPF_I	traY		34966..35619	217		candidate
NZ_MK088173.1	MPF_I	traY	ExcA	43786..44436	216	256.3	eex_occupied
NZ_MK134375.1	MPF_I	traY		239256..239765	169		candidate
NZ_MK167988.1	MPF_I	traY	ExcA	47394..48026	210	169.0	eex_occupied
NZ_MK181557.1	MPF_I	traY	ExcA	61603..62253	216	276.8	eex_occupied
NZ_MK181558.1	MPF_I	traY	ExcA	61611..62261	216	276.8	eex_occupied
NZ_MK181559.1	MPF_I	traY	ExcA	73189..73839	216	276.8	eex_occupied
NZ_MK181560.1	MPF_I	traY	ExcA	61774..62424	216	276.8	eex_occupied
NZ_MK181561.1	MPF_I	traY	ExcA	61327..61977	216	276.8	eex_occupied
NZ_MK181562.1	MPF_I	traY	ExcA	60818..61468	216	276.8	eex_occupied
NZ_MK181563.1	MPF_I	traY	ExcA	62840..63490	216	276.4	eex_occupied
NZ_MK181564.1	MPF_I	traY	ExcA	61774..62424	216	276.8	eex_occupied
NZ_MK181565.1	MPF_I	traY	ExcA	64497..65111	204	233.6	eex_occupied
NZ_MK181566.1	MPF_I	traY	ExcA	63757..64371	204	233.6	eex_occupied
NZ_MK181567.1	MPF_I	traY	ExcA	61588..62238	216	276.8	eex_occupied
NZ_MK181568.1	MPF_I	traY	ExcA	61570..62220	216	276.8	eex_occupied
NZ_MK238490.1	MPF_I	traY	ExcA	26060..26674	204	232.7	eex_occupied
NZ_MK249855.1	MPF_I	traY		55134..55787	217		candidate
NZ_MK249856.1	MPF_I	traY		55134..55787	217		candidate
NZ_MK249857.1	MPF_I	traY		55134..55787	217		candidate
NZ_MK249858.1	MPF_I	traY		55134..55787	217		candidate
NZ_MK249859.1	MPF_I	traY		55134..55787	217		candidate
NZ_MK249860.1	MPF_I	traY		55134..55787	217		candidate
NZ_MK249861.1	MPF_I	traY		55134..55787	217		candidate
NZ_MK323043.1	MPF_I	traY		45357..45716	119		candidate
NZ_MK370728.1	MPF_I	traY		61418..62071	217		candidate
NZ_MK396099.1	MPF_I	traY	ExcA	48205..48855	216	256.3	eex_occupied
NZ_MK455767.1	MPF_I	traY	ExcA	48205..48855	216	256.3	eex_occupied
NZ_MK621013.1	MPF_I	traY		38223..39014	263		candidate
NZ_MK621014.1	MPF_I	traY		54514..55020	168		candidate
NZ_MK758104.1	MPF_I	traY	ExcA	66803..67453	216	256.3	eex_occupied
NZ_MK764024.1	MPF_I	traY	ExcA	90063..90725	220	296.3	eex_occupied
NZ_MK764025.1	MPF_I	traY	ExcA	71304..71966	220	296.3	eex_occupied
NZ_MK764026.1	MPF_I	traY	ExcA	70688..71350	220	296.3	eex_occupied
NZ_MK764027.1	MPF_I	traY	ExcA	25570..26232	220	296.3	eex_occupied
NZ_MK764028.2	MPF_I	traY	ExcA	71680..72342	220	296.3	eex_occupied
NZ_MK764029.1	MPF_I	traY	ExcA	25701..26363	220	296.3	eex_occupied
NZ_MK966141.1	MPF_I	traY		54040..54693	217		candidate
NZ_MK966142.1	MPF_I	traY		52647..53300	217		candidate
NZ_MN124285.1	MPF_I	traY	ExcA	71245..71859	204	233.6	eex_occupied
NZ_MN125610.1	MPF_I	traY	ExcA	69255..69917	220	296.3	eex_occupied
NZ_MN182748.1	MPF_I	traY	ExcA	76696..77319	207	113.5	eex_occupied
NZ_MN187903.1	MPF_I	traY		12823..13476	217		candidate
NZ_MN219406.1	MPF_I	traY	ExcA	55178..55840	220	295.1	eex_occupied
NZ_MN241905.1	MPF_I	traY	ExcA	44738..45352	204	233.6	eex_occupied
NZ_MN254969.1	MPF_I	traY	ExcA	78131..78793	220	289.9	eex_occupied
NZ_MN262643.1	MPF_I	traY	ExcA	70435..71049	204	233.6	eex_occupied
NZ_MN276083.1	MPF_I	traY	ExcA	71649..72296	215	268.0	eex_occupied
NZ_MN334219.1	MPF_I	traY	ExcA	63540..64184	214	263.0	eex_occupied
NZ_MN334220.1	MPF_I	traY	ExcA	73590..74234	214	263.0	eex_occupied
NZ_MN335638.1	MPF_I	traY	ExcA	72537..73190	217	278.4	eex_occupied
NZ_MN335639.1	MPF_I	traY	ExcA	74019..74672	217	278.4	eex_occupied
NZ_MN335640.1	MPF_I	traY	ExcA	46775..47068	97	134.5	eex_occupied
NZ_MN335919.1	MPF_I	traY	ExcA	62328..62975	215	268.0	eex_occupied
NZ_MN335921.1	MPF_I	traY	ExcA	71247..71894	215	268.0	eex_occupied
NZ_MN380440.1	MPF_I	traY		85554..86207	217		candidate
NZ_MN419430.1	MPF_I	traY	ExcA	46120..46770	216	276.8	eex_occupied
NZ_MN419431.1	MPF_I	traY	ExcA	51411..52061	216	276.8	eex_occupied
NZ_MN419432.1	MPF_I	traY	ExcA	13381..13866	161	209.1	eex_occupied
NZ_MN419433.1	MPF_I	traY	ExcA	74606..75256	216	276.8	eex_occupied
NZ_MN419434.1	MPF_I	traY	ExcA	15587..16237	216	276.8	eex_occupied
NZ_MN419435.1	MPF_I	traY	ExcA	2145..2759	204	233.6	eex_occupied
NZ_MN419436.1	MPF_I	traY	ExcA	48025..48675	216	276.8	eex_occupied
NZ_MN419437.1	MPF_I	traY	ExcA	42167..42817	216	276.8	eex_occupied
NZ_MN419438.1	MPF_I	traY	ExcA	94807..95457	216	276.8	eex_occupied
NZ_MN480462.1	MPF_I	traY	ExcA	20566..21066	166	232.5	eex_occupied
NZ_MN540570.1	MPF_I	traY	ExcA	9991..10641	216	276.8	eex_occupied
NZ_MN548042.1	MPF_I	traY	ExcA	56340..57002	220	290.2	eex_occupied
NZ_MN612051.1	MPF_I	traY	ExcA	31101..31601	166	232.5	eex_occupied
NZ_MN626603.1	MPF_I	traY		12894..13547	217		candidate
NZ_MN651559.1	MPF_I	traY	ExcA	47302..47952	216	277.7	eex_occupied
NZ_MN688131.1	MPF_I	traY	ExcA	62116..62739	207	116.0	eex_occupied
NZ_MN702386.1	MPF_I	traY	ExcA	46835..47497	220	296.3	eex_occupied
NZ_MN792917.1	MPF_I	traY	ExcA	68851..69474	207	116.0	eex_occupied
NZ_MN792918.1	MPF_I	traY		34734..35387	217		candidate
NZ_MN816371.1	MPF_I	traY	ExcA	14457..15119	220	289.5	eex_occupied
NZ_MN913380.1	MPF_I	traY		25759..26412	217		candidate
NZ_MN913381.1	MPF_I	traY		30568..31221	217		candidate
NZ_MN915010.1	MPF_I	traY	ExcA	153884..154498	204	233.6	eex_occupied
NZ_MN915012.1	MPF_I	traY	ExcA	43550..44164	204	233.6	eex_occupied
NZ_MN915013.1	MPF_I	traY	ExcA	81333..81947	204	233.6	eex_occupied
NZ_MN961671.1	MPF_I	traY		28721..29056	111		candidate
NZ_MN961672.1	MPF_I	traY		28456..28791	111		candidate
NZ_MT035876.1	MPF_I	traY	ExcA	41813..42436	207	113.5	eex_occupied
NZ_MT039141.1	MPF_I	traY		30528..31109	193		candidate
NZ_MT039142.1	MPF_I	traY	ExcA	5730..6368	212	236.8	eex_occupied
NZ_MT039144.1	MPF_I	traY		30718..31299	193		candidate
NZ_MT039146.1	MPF_I	traY		30393..30974	193		candidate
NZ_MT039147.1	MPF_I	traY		91444..92022	192		candidate
NZ_MT039148.1	MPF_I	traY		30391..30972	193		candidate
NZ_MT039149.1	MPF_I	traY	ExcA	35177..35812	211	234.7	eex_occupied
NZ_MT039151.1	MPF_I	traY		30393..30974	193		candidate
NZ_MT039152.1	MPF_I	traY	ExcA	59560..60195	211	234.7	eex_occupied
NZ_MT039155.1	MPF_I	traY		30393..30974	193		candidate
NZ_MT039156.1	MPF_I	traY		32745..33326	193		candidate
NZ_MT039160.1	MPF_I	traY		30393..30974	193		candidate
NZ_MT039162.1	MPF_I	traY		30393..30974	193		candidate
NZ_MT039164.1	MPF_I	traY		17533..18111	192		candidate
NZ_MT039165.1	MPF_I	traY		35503..36084	193		candidate
NZ_MT039169.1	MPF_I	traY	ExcA	76265..76906	213	239.9	eex_occupied
NZ_MT039170.1	MPF_I	traY		34718..35299	193		candidate
NZ_MT039171.1	MPF_I	traY		34702..35280	192		candidate
NZ_MT039172.1	MPF_I	traY		34677..35258	193		candidate
NZ_MT039173.1	MPF_I	traY		34711..35292	193		candidate
NZ_MT039174.1	MPF_I	traY		36025..36603	192		candidate
NZ_MT039175.1	MPF_I	traY		36025..36603	192		candidate
NZ_MT039176.1	MPF_I	traY		34717..35295	192		candidate
NZ_MT039178.1	MPF_I	traY		30319..30897	192		candidate
NZ_MT039179.1	MPF_I	traY		36032..36610	192		candidate
NZ_MT039180.1	MPF_I	traY		30392..30973	193		candidate
NZ_MT039181.1	MPF_I	traY		34725..35306	193		candidate
NZ_MT039182.1	MPF_I	traY	ExcA	77809..78444	211	233.3	eex_occupied
NZ_MT039183.1	MPF_I	traY		30393..30974	193		candidate
NZ_MT039184.1	MPF_I	traY		36025..36603	192		candidate
NZ_MT039186.1	MPF_I	traY		34823..35404	193		candidate
NZ_MT039187.1	MPF_I	traY		37157..37735	192		candidate
NZ_MT039189.1	MPF_I	traY		35969..36547	192		candidate
NZ_MT039193.1	MPF_I	traY		34713..35291	192		candidate
NZ_MT039194.1	MPF_I	traY		34605..35186	193		candidate
NZ_MT039195.1	MPF_I	traY		34711..35292	193		candidate
NZ_MT039196.1	MPF_I	traY		30269..30850	193		candidate
NZ_MT039197.1	MPF_I	traY		35925..36503	192		candidate
NZ_MT039198.1	MPF_I	traY		35949..36527	192		candidate
NZ_MT039199.1	MPF_I	traY		35958..36536	192		candidate
NZ_MT039200.1	MPF_I	traY		35960..36538	192		candidate
NZ_MT039202.1	MPF_I	traY		34718..35299	193		candidate
NZ_MT039203.1	MPF_I	traY		30319..30897	192		candidate
NZ_MT039205.1	MPF_I	traY		35848..36429	193		candidate
NZ_MT039206.1	MPF_I	traY		30319..30897	192		candidate
NZ_MT039207.1	MPF_I	traY		78470..79048	192		candidate
NZ_MT039208.1	MPF_I	traY		30319..30897	192		candidate
NZ_MT039209.1	MPF_I	traY		35942..36520	192		candidate
NZ_MT039210.1	MPF_I	traY		34716..35297	193		candidate
NZ_MT039211.1	MPF_I	traY	ExcA	32517..33152	211	235.3	eex_occupied
NZ_MT039212.1	MPF_I	traY		36024..36602	192		candidate
NZ_MT039215.1	MPF_I	traY		30666..31244	192		candidate
NZ_MT039216.1	MPF_I	traY		35513..36094	193		candidate
NZ_MT039218.1	MPF_I	traY		34704..35282	192		candidate
NZ_MT039220.1	MPF_I	traY	ExcA	16079..16714	211	234.7	eex_occupied
NZ_MT039222.1	MPF_I	traY		34529..35110	193		candidate
NZ_MT074087.1	MPF_I	traY		90001..90507	168		candidate
NZ_MT090960.1	MPF_I	traY	ExcA	7020..7643	207	113.5	eex_occupied
NZ_MT158479.1	MPF_I	traY	ExcA	62867..63517	216	276.8	eex_occupied
NZ_MT158481.1	MPF_I	traY	ExcA	63474..64136	220	290.2	eex_occupied
NZ_MT193824.1	MPF_I	traY		31098..31751	217		candidate
NZ_MT265678.1	MPF_I	traY		126617..127270	217		candidate
NZ_MT415054.1	MPF_I	traY	ExcA	70099..70722	207	116.0	eex_occupied
NZ_MT415055.1	MPF_I	traY	ExcA	70075..70698	207	116.0	eex_occupied
NZ_MT415056.1	MPF_I	traY	ExcA	49257..49880	207	116.0	eex_occupied
NZ_MT441554.1	MPF_I	traY		64240..64893	217		candidate
NZ_MT468651.1	MPF_I	traY	ExcA	43533..44183	216	276.8	eex_occupied
NZ_MT507877.1	MPF_I	traY	ExcA	68286..68936	216	276.8	eex_occupied
NZ_MT507879.1	MPF_I	traY	ExcA	91061..91711	216	276.8	eex_occupied
NZ_MT507880.1	MPF_I	traY	ExcA	83099..83749	216	276.8	eex_occupied
NZ_MT550691.1	MPF_I	traY	ExcA	52526..53149	207	113.5	eex_occupied
NZ_MT554517.1	MPF_I	traY	ExcA	101875..102537	220	290.7	eex_occupied
NZ_MT560065.1	MPF_I	traY		60666..61319	217		candidate
NZ_MT707656.1	MPF_I	traY	ExcA	70290..70943	217	281.0	eex_occupied
NZ_MT725450.1	MPF_I	traY	ExcA	70245..70898	217	281.0	eex_occupied
NZ_MT742180.1	MPF_I	traY		119492..120001	169		candidate
NZ_MT742181.1	MPF_I	traY		8096..8605	169		candidate
NZ_MT742182.1	MPF_I	traY		233252..233761	169		candidate
NZ_MT742183.1	MPF_I	traY		15947..16441	164		candidate
NZ_MT771289.1	MPF_I	traY		23693..24085	130		candidate
NZ_MT989343.1	MPF_I	traY		62330..62983	217		candidate
NZ_MT989344.1	MPF_I	traY		62330..62983	217		candidate
NZ_MT989345.1	MPF_I	traY		62310..62963	217		candidate
NZ_MT989346.1	MPF_I	traY		64041..64694	217		candidate
NZ_MT989347.1	MPF_I	traY		64239..64892	217		candidate
NZ_MT989348.1	MPF_I	traY		64240..64893	217		candidate
NZ_MT989349.1	MPF_I	traY		52264..52917	217		candidate
NZ_MW025960.1	MPF_I	traY		138187..139140	317		candidate
NZ_MW025961.1	MPF_I	traY		180210..181163	317		candidate
NZ_MW025962.1	MPF_I	traY	ExcA	55328..55942	204	233.6	eex_occupied
NZ_MW052847.1	MPF_I	traY	ExcA	75304..75966	220	289.5	eex_occupied
NZ_MW052848.1	MPF_I	traY	ExcA	62179..62841	220	289.5	eex_occupied
NZ_MW052849.1	MPF_I	traY	ExcA	62179..62841	220	289.5	eex_occupied
NZ_MW077910.1	MPF_I	traY	ExcA	61895..62545	216	276.8	eex_occupied
NZ_MW077915.1	MPF_I	traY	ExcA	47629..48243	204	233.6	eex_occupied
NZ_MW245020.1	MPF_I	traY		95920..96573	217		candidate
NZ_MW298659.1	MPF_I	traY	ExcA	43837..44487	216	276.8	eex_occupied
NZ_MW390513.1	MPF_I	traY	ExcA	9977..10627	216	276.8	eex_occupied
NZ_MW390515.1	MPF_I	traY	ExcA	74741..75403	220	296.8	eex_occupied
NZ_MW390523.1	MPF_I	traY	ExcA	40496..41149	217	281.0	eex_occupied
NZ_MW390527.1	MPF_I	traY	ExcA	20704..21366	220	289.5	eex_occupied
NZ_MW390535.1	MPF_I	traY	ExcA	18323..18985	220	289.5	eex_occupied
NZ_MW396864.1	MPF_I	traY	ExcA	44708..45361	217	283.0	eex_occupied
NZ_MW567497.1	MPF_I	traY	ExcA	46329..46991	220	296.3	eex_occupied
NZ_MW567498.1	MPF_I	traY	ExcA	52169..52831	220	296.3	eex_occupied
NZ_MW590592.1	MPF_I	traY	ExcA	52464..53078	204	233.6	eex_occupied
NZ_MW598232.1	MPF_I	traY	ExcA	55541..56155	204	233.6	eex_occupied
NZ_MW598238.1	MPF_I	traY	ExcA	55576..56190	204	233.6	eex_occupied
NZ_MW598239.1	MPF_I	traY	ExcA	55541..56155	204	233.6	eex_occupied
NZ_MW598241.1	MPF_I	traY	ExcA	75690..76304	204	233.6	eex_occupied
NZ_MW598244.1	MPF_I	traY	ExcA	55541..56155	204	233.6	eex_occupied
NZ_MW598246.1	MPF_I	traY	ExcA	55541..56155	204	233.6	eex_occupied
NZ_MW646305.1	MPF_I	traY	ExcA	28616..29278	220	289.9	eex_occupied
NZ_MW651978.1	MPF_I	traY	ExcA	50768..51418	216	276.8	eex_occupied
NZ_MW655523.1	MPF_I	traY	ExcA	60756..61370	204	231.5	eex_occupied
NZ_MW655526.1	MPF_I	traY	ExcA	65863..66477	204	233.6	eex_occupied
NZ_MW800639.1	MPF_I	traY	ExcA	73584..74246	220	289.5	eex_occupied
NZ_MW800640.1	MPF_I	traY	ExcA	30488..31141	217	281.0	eex_occupied
NZ_MW800641.1	MPF_I	traY	ExcA	27779..28441	220	289.5	eex_occupied
NZ_MW836073.1	MPF_I	traY	ExcA	2593..3255	220	289.5	eex_occupied
NZ_MW881230.1	MPF_I	traY	ExcA	48507..49169	220	296.3	eex_occupied
NZ_MW881231.1	MPF_I	traY	ExcA	48646..49308	220	296.3	eex_occupied
NZ_MW881232.1	MPF_I	traY	ExcA	48412..49074	220	296.3	eex_occupied
NZ_MW940621.1	MPF_I	traY	ExcA	50681..51304	207	113.5	eex_occupied
NZ_MW978788.1	MPF_I	traY	ExcA	75301..75951	216	276.8	eex_occupied
NZ_MW978789.1	MPF_I	traY		74979..75269	96		candidate
NZ_MZ062604.1	MPF_I	traY	ExcA	71013..71660	215	268.0	eex_occupied
NZ_MZ152086.1	MPF_I	traY	ExcA	42737..43387	216	276.8	eex_occupied
NZ_MZ359668.1	MPF_I	traY		85360..86013	217		candidate
NZ_MZ359669.1	MPF_I	traY		83627..84280	217		candidate
NZ_MZ750393.1	MPF_I	traY	ExcA	82407..83030	207	116.0	eex_occupied
NZ_MZ750395.1	MPF_I	traY	ExcA	139159..139782	207	116.0	eex_occupied
NZ_MZ836801.1	MPF_I	traY	ExcA	49501..50151	216	276.8	eex_occupied
NZ_OK148596.1	MPF_I	traY		71745..72398	217		candidate
NZ_OK247584.1	MPF_I	traY		78397..79050	217		candidate
NZ_OK247585.1	MPF_I	traY		74519..75172	217		candidate
NZ_OK247586.1	MPF_I	traY		77735..78388	217		candidate
NZ_OK247587.1	MPF_I	traY		73702..74355	217		candidate
NZ_OL468819.1	MPF_I	traY		2083..3615	510		candidate
NZ_OL689363.1	MPF_I	traY	ExcA	86050..86700	216	276.8	eex_occupied
NZ_OL988823.1	MPF_I	traY	ExcA	62989..63621	210	169.7	eex_occupied
NZ_OM001474.1	MPF_I	traY	ExcA	75655..76269	204	233.6	eex_occupied
NZ_OM001475.1	MPF_I	traY	ExcA	55271..55885	204	233.6	eex_occupied
NZ_OM001480.1	MPF_I	traY	ExcA	98211..98825	204	233.6	eex_occupied
NZ_OM046572.1	MPF_I	traY		50934..51443	169		candidate
NZ_OM048933.1	MPF_I	traY	ExcA	66516..67130	204	233.6	eex_occupied
NZ_OM105938.1	MPF_I	traY	ExcA	40695..41345	216	276.8	eex_occupied
NZ_OM105939.1	MPF_I	traY	ExcA	40695..41345	216	276.8	eex_occupied
NZ_OM142894.1	MPF_I	traY	ExcA	40695..41345	216	276.8	eex_occupied
NZ_OM506550.1	MPF_I	traY	ExcA	85442..86074	210	169.7	eex_occupied
NZ_ON081618.1	MPF_I	traY		62361..63014	217		candidate
NZ_ON146839.1	MPF_I	traY		43672..43977	101		candidate
NZ_ON324204.1	MPF_I	traY	ExcA	42590..43243	217	283.0	eex_occupied
NZ_ON461900.1	MPF_I	traY	ExcA	19423..20076	217	283.0	eex_occupied
NZ_ON461902.1	MPF_I	traY	ExcA	15612..16274	220	289.9	eex_occupied
NZ_ON556675.1	MPF_I	traY	ExcA	66652..67305	217	283.0	eex_occupied
